matched_term,file_name,match_line_number,know_option,think_option,verb,force,comp,subj,unique_id,child,interaction,context_pre_1,context_pre_2,context_pre_3,context_pre_4,context_pre_5,context_pre_6,context_pre_7,context_pre_8,context_pre_9,context_pre_10,matched_line,context_post_1,context_post_2,Sample_Set
do you know who that looks like ?,laurel_fathertoy.cha,486,know,think,know,interrogative,interrogative,2,6.183,laurel,father,*FAT:	they found the kitty.,*FAT:	isn't that nice?,*CHI:	yeah.,*FAT:	it is?,*FAT:	okay.,*FAT:	what's  what're they doing now?,*FAT:	who's this boy right here?,*FAT:	do you know?,*CHI:	no.,*FAT:	does that .,*FAT:	do you know who that looks like?,*CHI:	who?,*FAT:	Paul.,525
do you know what kind of hat that is ?,nanette_mothertoy.cha,1931,know,think,know,interrogative,interrogative,2,6.279,nanette,mother,*MOT:	what is he doing?,*CHI:	&wh what's Puddy doing?,*MOT:	there's Puddy right there.,*MOT:	but look at the little boy.,*MOT:	the little boy is in the carriage.,*MOT:	I don't know.,*MOT:	this is a . funny mixed up story.,"*MOT:	oh, look_it, they're pretending now to have a tea party.",*MOT:	do you know what she's wearing?,*CHI:	a hat.,*MOT:	do you know what kind of hat that is?,*CHI:	that's a .,*MOT:	whoops !,525
know what that is ?,charlie_fathertoy.cha,3002,know,think,know,interrogative,interrogative,2,6.309,charlie,father,*INV:	my name's Janet Fardella. ,*INV:	and I'm also associated with this project. ,*FAT:	xxx . ,*INV:	hi Charlie . ,*CHI:	hello. ,*INV:	hi. ,*INV:	Charlie ... ,*FAT:	Charlie who's this? ,*CHI:	xxx. ,*INV:	I have something for you. ,*INV:	know what that is? ,*CHI:	xxx. ,*FAT:	[laughs]. ,525
do you know what that is ?,nanette_mothertoy.cha,1039,know,think,know,interrogative,interrogative,2,6.264,nanette,mother,*MOT:	do you remember what mustard tastes like?,*MOT:	when &ha  when did you eat mustard?,*CHI:	xxx.,*MOT:	what do you put mustard on?,*CHI:	xxx pay.,*MOT:	what sweetheart?,*MOT:	do you know what that is right there in the little box?,*MOT:	this one right here.,*MOT:	do you know what that is?,*CHI:	cow xxx.,*MOT:	do you know what that is?,*CHI:	I gonna take some macaroni.,"*MOT:	okay, there's some macaroni.",525
<&a:h &ha> [<] haha : you know what I hear in there ?,william_mothertoy.cha,1361,know,think,know,interrogative,interrogative,2,6.034,william,mother,*CHI:	all finished.,*MOT:	can I have some too?,*MOT:	okay.,*CHI:	this right in here.,"*MOT:	okay, thank_you.",*CHI:	xxx.,*MOT:	&mm . &mm.,"*MOT:	Willie, you did a good job of cooking this.","*CHI:	okay, let's . xxx stove over.",*CHI:	xxx xxx .,*MOT:	&ah &ha  haha : you know what I hear in there?,*CHI:	yeah what?,*CHI:	money.,525
you know what she said in there ?,isadora_dinner.cha,96,know,think,know,interrogative,interrogative,2,6.169,isadora,dinner,*CHI:	now I xxx suppa  xxx.,*FAT:	what's wrong?,"*MOT:	okay, I will make the shakes.","*MOT:	sit down, okay?",*MOT:	sit down and you and Daddy  Daddy are gonna share and I'm gonna,"*FAT:	okay, here.",*MOT:	xxx .,*FAT:	you need a bib ?,*FAT:	you don't need a bib 6.?,*FAT:	what did you .,*FAT:	you know what she said in there?,*MOT:	what?,*FAT:	we asked her what's for supper and she said walnuts.,525
do you know what that is ?,nanette_mothertoy.cha,1033,know,think,know,interrogative,interrogative,2,6.263,nanette,mother,*MOT:	no.,*MOT:	it's too hard for Mommy to do.,*MOT:	do you remember what mustard tastes like?,*MOT:	when &ha  when did you eat mustard?,*CHI:	xxx.,*MOT:	what do you put mustard on?,*CHI:	xxx pay.,*MOT:	what sweetheart?,*MOT:	do you know what that is right there in the little box?,*MOT:	this one right here.,*MOT:	do you know what that is?,*CHI:	cow xxx.,*MOT:	do you know what that is?,525
you know what that's called in English ?,david_dinner.cha,1471,know,think,know,interrogative,interrogative,2,6.145,david,dinner,*CHI:	.. do they have toasters there?,*MOT:	I don't know.,*MOT:	I think they do.,*CHI:	what is toasters called in  in  in  in English?,*MOT:	you mean in Hebrew?,"*CHI:	no, English.",*MOT:	toasters.,*FAT:	you know what this is called in English.,*CHI:	what?,*FAT:	a bowl.,*FAT:	you know what that's called in English?,*CHI:	no.,*FAT:	that's a box of corn flakes.,525
I think maybe you'd do better with the screw+driver .,victor_mothertoy.cha,1053,know,think,think,declarative,declarative,1,2.38,victor,mother,"*CHI:	you take dat , Mama.",*MOT:	I get this?,*CHI:	yeah.,*CHI:	and I get da  plier.,*CHI:	and here's da  .. tiny: men: xxx.,*MOT:	xxx.,*CHI:	it's off.,*CHI:	does this come off?,*MOT:	well it does how do you suppose it does?,"*CHI:	&um, with the pliers?",*MOT:	I think maybe you'd do better with the screwdriver.,*MOT:	want me to hold?,*CHI:	you xxx  you xxx +/.,525
"well , I think it's just for us .",helen_fathertoy.cha,107,know,think,think,declarative,declarative,1,2.36,helen,father,"*FAT:	no, no.",*FAT:	look we can look at it.,*CHI:	I wanna get it out.,*FAT:	okay.,*CHI:	and play.,"*FAT:	well, not too much playing, cause we have_to read the book first",*FAT:	okay.,*CHI:	why is Sarah gotta stay in there?,*FAT:	stay in where?,*CHI:	in the other room.,"*FAT:	well, I think it's just for us.",*FAT:	do you know what this word is?,*CHI:	I don't know.,525
I think you hafta do two more things .,guy_fathertoy.cha,1732,know,think,think,declarative,declarative,1,2.069,guy,father,"*FAT:	it came easily, didn't it?","*FAT:	oh, Guy, sweetheart . see it's still attached here.",*FAT:	you have one more.,*CHI:	xxx okay.,*FAT:	yeah.,*FAT:	oop.,*FAT:	pick it up please.,"*FAT:	now, shall we put it back together?",*CHI:	hunhunh hunhunh not yet.,*CHI:	cause I hafta do one more thing.,*FAT:	I think you hafta do two more things.,*CHI:	what are these?,*FAT:	well . that is called . a bolt.,525
I thought it was a tulip when I first saw it but it's sure not a tulip .,susan_fathertoy.cha,1021,knew,thought,think,declarative,declarative,1,2.188,susan,father,*CHI:	come on.,*CHI:	I'll show you.,*CHI:	I see flowers.,*CHI:	xxx.,*FAT:	tsk.,*FAT:	yes.,*FAT:	it's a .,*FAT:	jeepers !,*FAT:	I don't know what the heck kind of flower that is.,*FAT:	it's not a &uh .,*FAT:	I thought it was a tulip when I first saw it but it's sure not a tulip.,*CHI:	no.,*FAT:	there's something in here too.,525
"okay , now I think you can screw that back in .",helen_mothertoy.cha,1014,know,think,think,declarative,declarative,1,2.085,helen,mother,*CHI:	there's nothing wrong with this engine.,"*MOT:	okay, do you wanna  do you wanna put the car back together and",*CHI:	no but I  but I gotta fix this.,*MOT:	okay.,*CHI:	I need a .,*CHI:	did you put this on?,*CHI:	do I need it real tight?,*MOT:	okay put it  put it in here.,*MOT:	wait a minute.,*MOT:	there.,"*MOT:	okay, now I think you can screw that back in.",*MOT:	turn it the other way.,*MOT:	turn it .,525
"<I thought it was> [<] pretty good , too .",patricia_dinner.cha,1478,knew,thought,think,declarative,declarative,1,2.192,patricia,dinner,*MOT:	now what's a   .,*FAT:	what's a  matter?,*CHI:	I have any .,*CHI:	no.,*CHI:	I can't have broccoli.,*FAT:	alright +/.,*MOT:	xxx can't have broccoli?,*CHI:	no.,*MOT:	I liked the broccoli.,*CHI:	no broccoli .,"*FAT:	I thought it was  pretty good, too.",*FAT:	I made it all_gone broccoli.,*FAT:	Usher is a  playing swords over there.,525
I think you're gonna make a mess .,martin_mothertoy.cha,2170,know,think,think,declarative,declarative,1,2.042,martin,mother,"*MOT:	oh, that's very nice of you.",*MOT:	do you wanna go shopping now?,*CHI:	yeah.,"*MOT:	okay, what're you gonna buy?",*CHI:	cereal milk bottle xxx.,"*MOT:	see, the milk comes in a container  in a carrier.",*MOT:	how many milk bottles are there?,*CHI:	xxx.,*MOT:	that's one.,"*MOT:	oh, you're gonna spill the milk?",*MOT:	I think you're gonna make a mess.,*CHI:	no.,*MOT:	can you count these bottles?,525
I think it's good .,victor_dinner.cha,609,know,think,think,declarative,declarative,1,2.355,victor,dinner,*CHI:	I'm eating this.,*FAT:	oh how do you eat it?,*MOT:	how is it?,*CHI:	like this.,*FAT:	like that ?,*MOT:	good or bad ?,*FAT:	[laughs].,*CHI:	good.,*MOT:	good 6. !,*CHI:	xxx?,*MOT:	I think it's good.,*FAT:	I think it's good.,*CHI:	I think  .,525
"I think it's over there , John .",john_fathertoy.cha,1726,know,think,think,declarative,declarative,1,2.367,john,father,*FAT:	yes.,*FAT:	this is a busy job.,*FAT:	now .,*CHI:	yep .,*FAT:	how does this go?,*FAT:	I think: this goes: on the other side.,*FAT:	where's the other wooden one?,*FAT:	where's the other side?,*CHI: [coughs].,*FAT:	where's the other side?,"*FAT:	I think it's over there, John.",*FAT:	okay?,*CHI:	yeah.,525
I [/] I think it might be a nice story .,nanette_mothertoy.cha,466,know,think,think,declarative,declarative,1,2.324,nanette,mother,*CHI:	I  I better get another book.,"*MOT:	sweetheart, there isn't another book in there.","*MOT:	I'll show you ., okay?",*MOT:	this is the only book in the box.,*MOT:	it's  a big box.,*CHI:	I   .,"*MOT:	it looks like it might have more books, but it doesn't.",*CHI:	I  I .,*MOT:	who .,*MOT:	wanna read this book?,*MOT:	I  I think it might be a nice story.,*CHI:	I want that.,*MOT:	this one?,525
<I think> [<] (.) this is the milk you know .,bobby_mothertoy.cha,1344,know,think,think,declarative,declarative,1,2.142,bobby,mother,*MOT:	this  this could be a_lot_of fun because we could learn all our,*CHI:	right.,"*MOT:	Robert, &um do .",*MOT:	I need some milk . for Jenny.,*CHI:	xxx.,*MOT:	yeah.,*CHI:	&um milk.,*CHI:	I .,*CHI:	I .,*CHI:	I I'd   .,*MOT:	I think  . this is the milk you know.,*CHI:	yeah.,*MOT:	it says milk carrier.,525
<I think you're> [<] getting silly .,xavia_fathertoy.cha,2624,know,think,think,declarative,declarative,1,2.043,xavia,father,"*CHI:	Rice_krispies, please.",*FAT:	there you are.,*CHI:	thank_you.,*FAT:	you're welcome.,*CHI:	she threw the Rice_krispies in the car [laughs].,*FAT:	mhm.,*CHI:	blegk  !,*CHI:	oo: eee.,"*CHI:	. oh, Dad.",*CHI:	now we can play   .,*FAT:	I think you're  getting silly.,*CHI:	now we can play hospital.,*FAT:	hospital?,525
I think I would like a [/] a dozen eggs .,andy_fathertoy.cha,1571,know,think,think,declarative,declarative,1,2.299,andy,father,"*CHI:	hey Dad, this goes up. ","*CHI:	Dad, the ten goes up. ",*FAT:	it does? ,"*CHI:	yeah, look. ",*FAT:	look at that. ,*FAT:	yeah. ,*CHI:	maybe . two goes up. ,*FAT:	so   . ,*CHI:	pretending  you were buying something. ,*FAT:	yeah. ,*FAT:	I think I would like a  a dozen eggs. ,*FAT:	will you sell me some eggs? ,*FAT:	ya have any eggs? ,525
"<Charlie , I think you should try this> [<] .",charlie_dinner.cha,1734,know,think,think,declarative,declarative,1,2.055,charlie,dinner,*FAT:	those are sprouts.,*MOT:	do you want to try them?,"*CHI:	no, I don't want any of those beans.",*MOT:	you don't want  .,*MOT:	you know what those are?,*CHI:	what?,"*MOT:	well, if you don't want them, you know what you do?",*MOT:	you don't: eat them.,"*MOT:	you push them aside, and say no thank_you.",*CHI:	no   .,"*FAT:	Charlie, I think you should try this .",*FAT:	that is really good .,*MOT:	Charlie's a born vegetarian.,525
I think we probably will <to get Dad's supper ready> [>] .,katie_mothertoy.cha,2514,know,think,think,declarative,declarative,1,2.115,katie,mother,*MOT:	what do you say to Lise?,*MOT:	what do  you say?,*CHI:	what ?,*CHI:	thank_you.,"*INV:	you're very welcome, Katie .",*MOT:	thank_you for my present that  I don't wanna take home.,*CHI:	but I'm not take home.,*INV:	okay you can   you can play a little longer or if you wanna,*INV:	okay.,*MOT:	okay.,*MOT:	I think we probably will to get Dad's supper ready .,"*INV:	bye bye, Katie  .",*CHI:	bye .,525
or do you think they'll see it before they fall into it .,laurel_mothertoy.cha,1178,know,think,think,interrogative,declarative,2,5.064,laurel,mother,*MOT:	the tunnel goes right through this little mountain.,*MOT:	and the kitty got all the way through.,*MOT:	and he is watching the policeman and the little girl.,*MOT:	and the little boy came through.,*MOT:	and what's on the other side?,*MOT:	do you know what this is?,*CHI:	no.,*MOT:	it's water.,*MOT:	and they're going to fall right into the water.,*MOT:	do you think so?,*MOT:	or do you think they'll see it before they fall into it.,*CHI:	they will.,*CHI:	xxx.,525
ya think we'll ever get this back together ?,frank_mothertoy.cha,1398,know,think,think,interrogative,declarative,2,5.027,frank,mother,"*MOT:	oh, were there firemen there?",*CHI:	yeah.,*CHI:	and Andrea was afraid.,*MOT:	Andrea was afraid?,*CHI:	I don't know if we can put it.,*MOT:	&ah.,*CHI:	xxx.,*MOT:	[laughs what else is there to take apart]?,*MOT:	do you think we'll ever get this back together?,*MOT:	here could I use the screwdriver?,*MOT:	ya think we'll ever get this back together?,"*CHI:	oh, no way.",*MOT:	[laughs okay].,525
do you think he'll be home later ?,katie_mothertoy.cha,610,know,think,think,interrogative,declarative,2,5.105,katie,mother,*CHI:	tummy's hurt.,*MOT:	your tummy hurts?,*CHI:	yeah.,"*MOT:	you still don't feel well, do you?",*CHI:	I still don't feel well.,*MOT:	did you have medicine today?,*CHI:	I did.,*MOT:	was Daddy home when you left?,*MOT:	no.,*CHI:	Daddy's not home.,*MOT:	do you think he'll be home later?,*CHI:	yeah.,*MOT:	where's Louise?,525
do you think the cat's gonna escape .,david_mothertoy.cha,2977,know,think,think,interrogative,declarative,2,5.075,david,mother,*MOT:	this little girl is very angry at the little toy . for letting,*MOT:	and she's bawling him out.,*MOT:	you know how you can tell she's bawling him out?,*CHI:	how?,*MOT:	she's holding onto his ear and going [noises can you do that],*MOT:	go [noise].,*MOT:	you don't know how?,*MOT:	&hmm?,*MOT:	okay.,*MOT:	they the cat starts running up the tree.,*MOT:	do you think the cat's gonna escape.,*CHI:	yep a.,*CHI:	yep a.,525
do you think you're gonna be able to put this back together again ?,theresa_mothertoy.cha,1819,know,think,think,interrogative,declarative,2,5.032,theresa,mother,*CHI:	xxx.,*MOT:	whoop.,*CHI:	this gotta come out.,*MOT:	try to lift it.,*MOT:	oop.,*CHI:	[laughs].,*MOT:	you see?,*CHI:	yeah.,*MOT:	alright.,*CHI:	the tire's coming apart.,*MOT:	do you think you're gonna be able to put this back together again?,*CHI:	yeah.,*MOT:	you think so?,525
you think I have enough ?,ursula_mothertoy.cha,1107,know,think,think,interrogative,declarative,2,5.024,ursula,mother,*MOT:	we can always use that .,*CHI:	and here's  some milk.,"*MOT:	milk, huh?",*CHI:	some more kinds of milk.,*MOT:	okay.,*CHI:	you get xxx.,"*MOT:	gee that's gonna be awfully expensive, isn't it?",*CHI:	no: xxx.,*MOT:	is it gonna cost lots_of money?,*CHI:	well it cost a_lot_of money but .,*MOT:	you think I have enough?,*CHI:	well maybe.,*CHI:	I hafta get some more . that's all: money.,525
ya think they have a Wandy or Wendy there ?,wanda_fathertoy.cha,1425,know,think,think,interrogative,declarative,2,5.029,wanda,father,"*FAT:	yeah, but that's good.",*FAT:	they can steer easy that way.,"*FAT:	okay, let's put the  let's put  let's put the screws back",*CHI:	he'll hafta come back . here.,*FAT:	okay.,*CHI:	maybe they can take turns maybe they can take turns with that ,*FAT:	maybe that would be nice .,"*CHI:	hey,   somebody could sit in the middle.","*FAT:	maybe a little kid .., huh?",*CHI:	yeah.,*FAT:	ya think they have a Wandy or Wendy there?,*CHI:	maybe.,"*FAT:	okay, let's push that .",525
<you think> [<] that might be a good idea ?,ursula_fathertoy.cha,1147,know,think,think,interrogative,declarative,2,5.017,ursula,father,*CHI:	it's  it's used for cars to  when there's something wrong,*FAT:	uhhuh.,*CHI:	xxx I'm all done now I'm almost xxx .,*FAT:	well  you didn't take it off though.,*FAT:	don't you think we should take that off?,*FAT:	how bout  if Dad takes it off?,*CHI:	yeah .,*FAT:	and you try to put it back together again?,*CHI:	yeah.,*CHI:	take   .,*FAT:	you think  that might be a good idea?,*CHI:	yeah +/.,*FAT:	well let's  try that.,525
"<&uh , do> [<] you think you could keep your crayons in a box (.) all the time ?",martin_dinner.cha,2830,know,think,think,interrogative,declarative,2,5.046,martin,dinner,*MOT:	he was stooping down to pick up the crayon that was ground into the,"*FAT:	I think we're gonna hafta take crayons away from him, except for","*MOT:	oh, good luck.","*FAT:	well, if he leaves em all around, they're underfoot, you're",*FAT:	I think we're gonna hafta . k  keep em .,"*MOT:	well, maybe if   .",*FAT:	away where he can have em to draw then give them back.,*MOT:	maybe if he had some kind of box that he could be encouraged to,*MOT:	right?,*FAT:	we'll see .,"*MOT:	&uh, do  you think you could keep your crayons in a box . all the time?",*MOT:	except when you're using them?,*CHI:	yeah.,525
you think your family needs milk ?,wanda_mothertoy.cha,1443,know,think,think,interrogative,declarative,2,5.002,wanda,mother,"*MOT:	you can pretend that this is your shopping cart, Wanda.",*MOT:	do you see what I'm pointing at?,"*MOT:	you can pretend this is a shopping cart, and you can push it along",*CHI:	okay [coughs].,*MOT:	those are nice little boxes are you getting one of everything?,*CHI:	what're dese ?,*MOT:	what does it look like?,*CHI:	I don't know.,*CHI:	milk.,*MOT:	uhhuh bottles of milk.,*MOT:	you think your family needs milk?,*MOT:	who are you?,*MOT:	are you the mommy or the daughter or the daddy?,525
do you think they'll be able to get down ?,eddie_mothertoy.cha,1373,know,think,think,interrogative,declarative,2,5.066,eddie,mother,*MOT:	and what's the policeman doing up in a tree?,*CHI:	he caught the cat.,*MOT:	he's trying to catch the cat.,*CHI:	but he caught him.,*MOT:	he caught him?,*MOT:	where did he catch him?,*CHI:	right there.,*MOT:	oh my gosh.,*MOT:	he really did.,*MOT:	can they get down?,*MOT:	do you think they'll be able to get down?,*MOT:	or is the cat gonna run away?,*CHI:	&uh run away.,525
<do you> [<] think it's cake ?,nanette_dinner.cha,2039,know,think,think,interrogative,declarative,2,5.095,nanette,dinner,*JAN:	but no thanks.,*MOT:	xxx.,*CHI:	no .,*MOT:	want  to see if you can  do  guess what the dessert is,"*CHI:	oh, no.",*MOT:	let's see.,*MOT:	I bet you can't guess it let's try it .,*CHI:	no:   .,*MOT:	do you  think it's cookies?,*CHI:	no .,*MOT:	do you  think it's cake?,*CHI:	no  yeah .,*MOT:	no  .,525
does he think you're gonna hurt the policeman ?,laurel_fathertoy.cha,933,know,think,think,interrogative,declarative,3,5.001,laurel,father,*FAT:	do you dry yourself?,*CHI:	yeah.,*CHI:	when I fall in the water I dry  I get out through the hole.,*CHI:	and I dry myself.,*FAT:	you do dry yourself?,*CHI:	[laughs look].,*FAT:	what's that?,*FAT:	what is he doing?,*CHI:	he lands on the policeman's head.,*FAT:	yeah.,*FAT:	does he think you're gonna hurt the policeman?,*CHI:	mhm.,*FAT:	you do?,525
do you think he woke up ?,katie_fathertoy.cha,2188,know,think,think,interrogative,declarative,2,5.106,katie,father,*FAT:	he's sleeping?,*CHI:	yeah.,*FAT:	and what happened to him over here?,*FAT:	is he still sleeping?,*CHI:	yeah.,*FAT:	okay.,*FAT:	and what:  .,*CHI:	dere  it  is.,*CHI:	right here.,*CHI:	over there.,*FAT:	do you think he woke up?,*CHI:	oop I see that wake up.,*FAT:	xxx.,525
do you think this cat's trying to pull something on these kids ?,patricia_fathertoy.cha,2500,know,think,think,interrogative,declarative,2,5.062,patricia,father,*FAT:	and the cat ran in.,*FAT:	&ah ho.,*FAT:	the cat ran to the other end of the pipe.,*FAT:	and the other end of the pipe was over some water.,*FAT:	and the cat climbed on top of the pipe.,*FAT:	and then look what happened.,*FAT:	I bet .,*CHI:	what ?,*FAT:	the little cane out and splashed himself in the water and got all:,*FAT:	and the cat went on top and ran away.,*FAT:	do you think this cat's trying to pull something on these kids?,*CHI:	yeah.,*FAT:	then: . the little boy helps the little girl.,525
