matched_term,file_name,match_line_number,know_option,think_option,verb,force,comp,subj,unique_id,child,interaction,context_pre_1,context_pre_2,context_pre_3,context_pre_4,context_pre_5,context_pre_6,context_pre_7,context_pre_8,context_pre_9,context_pre_10,matched_line,context_post_1,context_post_2,Sample_Set
you know what that little boy's got on ?,charlie_fathertoy.cha,2483,know,think,know,interrogative,interrogative,2,6.151,charlie,father,*CHI:	no. ,*FAT:	how are you gonna call it if you don't know what his name is? ,*FAT:	you say . ,*FAT:	 here . ,*FAT:	 here &wh  here kitty kitty? ,*CHI:	kitty . ,*CHI:	yeah. ,*FAT:	okay. ,*FAT:	&uh oh and now look what's happening. ,*FAT:	what's happening here? ,*FAT:	you know what that little boy's got on? ,*CHI:	what? ,*FAT:	well look on his tshirt. ,8138
"put it in , and in fact , you know what might be a little bit easier to begin with ?",helen_mothertoy.cha,1139,know,think,know,interrogative,interrogative,2,6.008,helen,mother,"*CHI:	you do it, please.",*MOT:	see?,"*MOT:	see, and in fact if you use two hands, it might be a little bit",*MOT:	should .,*MOT:	let's try to put another wheel in.,*MOT:	okay?,*MOT:	alright.,*CHI:	I'm gonna put it in.,"*MOT:	okay, alright.","*MOT:	I'll hold the car for you and you get a screw, that's right.","*MOT:	put it in, and in fact, you know what might be a little bit easier to begin with?",*CHI:	&hmm?,*MOT:	turn it with your hand first.,8138
you know what we could do ?,john_mothertoy.cha,1192,know,think,know,interrogative,interrogative,2,6.107,john,mother,*MOT:	the wheel.,*MOT:	I think .,*MOT:	you know what?,"*MOT:	we have_to put it together already, cause they wanted us to do","*MOT:	Sandy said she wanted us to do the two more things, the book and","*MOT:	so, you wanna to put the car together now?",*CHI:	yeah ride it.,*CHI:	and then I'll.,*MOT:	I'll tell you what.,"*MOT:	maybe we'll play the other games first and then we'll ride it,",*MOT:	you know what we could do?,"*MOT:	you can take it out  your car out at home, if you don't have",*CHI:	I wanna do it.,8138
you know what they have ?,katie_dinner.cha,454,know,think,know,interrogative,interrogative,2,6.136,katie,dinner,*MOT:	which they had about a hundred and twelve.,*AUN:	you got two bedroom lamps though?,*MOT:	for reading.,"*MOT:	you know, that clamp on the head of the bed?",*AUN:	oh nice.,"*AUN:	oh, that's a nice idea.","*MOT:	how's your bacon, Katie 4.?",*MOT:	how's the bacon?,*CHI:	no:.,"*AUN:	Katie, we have_to take you to the european.",*AUN:	you know what they have?,*CHI:	&mm  .,*AUN:	they  have a great big Santa Claus.,8138
do you know what this is ?,david_fathertoy.cha,2776,know,think,know,interrogative,interrogative,2,6.236,david,father,*CHI:	and  and I'll put the rest.,*FAT:	okay.,*INV:	hi.,*FAT:	hi.,*INV:	I'm Janet Fardella.,*INV:	I'm also associated with this project.,"*INV:	hi, David.",*CHI:	hi.,*INV:	David.,*INV:	I have a little gift for you just for today's visit.,*INV:	do you know what this is?,*CHI:	xxx press.,*CHI:	and the things turn around.,8138
do you know how much money it is (.) to buy it ?,patricia_mothertoy.cha,1612,know,think,know,interrogative,interrogative,2,6.299,patricia,mother,*MOT:	oh boy.,*MOT:	alright here.,*MOT:	I'll give you the money and then .,"*MOT:	here, here's some money okay?",*CHI:	okay.,"*MOT:	here, you ring up how much it costs.",*MOT:	how much does this cost?,*MOT:	&hmm?,*CHI:	&ch chocolate.,"*MOT:	yeah, how much does the chocolate cost?",*MOT:	do you know how much money it is . to buy it?,*CHI:	yeah.,*MOT:	how much?,8138
do you know what kind of hat that is ?,nanette_mothertoy.cha,1931,know,think,know,interrogative,interrogative,2,6.279,nanette,mother,*MOT:	what is he doing?,*CHI:	&wh what's Puddy doing?,*MOT:	there's Puddy right there.,*MOT:	but look at the little boy.,*MOT:	the little boy is in the carriage.,*MOT:	I don't know.,*MOT:	this is a . funny mixed up story.,"*MOT:	oh, look_it, they're pretending now to have a tea party.",*MOT:	do you know what she's wearing?,*CHI:	a hat.,*MOT:	do you know what kind of hat that is?,*CHI:	that's a .,*MOT:	whoops !,8138
but I think that was just (.) a spare .,david_mothertoy.cha,1769,know,think,think,declarative,declarative,1,2.432,david,mother,*MOT:	I don't know.,*MOT:	let me see.,*MOT:	that's unusual.,*MOT:	I don't know what that is.,*MOT:	oh.,*MOT:	I see.,*MOT:	it slides out.,*MOT:	you know what that was I think?,*CHI:	what?,*MOT:	I'm not sure.,*MOT:	but I think that was just . a spare.,*MOT:	I don't know why that was there.,*MOT:	that's funny.,8138
I think it's good .,victor_dinner.cha,613,know,think,think,declarative,declarative,1,2.356,victor,dinner,*FAT:	oh how do you eat it?,*MOT:	how is it?,*CHI:	like this.,*FAT:	like that ?,*MOT:	good or bad ?,*FAT:	[laughs].,*CHI:	good.,*MOT:	good 6. !,*CHI:	xxx?,*MOT:	I think it's good.,*FAT:	I think it's good.,*CHI:	I think  .,*MOT:	I love  it.,8138
I think we've got it the wrong way .,ursula_mothertoy.cha,3213,know,think,think,declarative,declarative,1,2.095,ursula,mother,*CHI:	why?,*MOT:	well that's what they do to  to earn money to take care of their,*MOT:	that's what some men do.,"*MOT:	not your daddy, but some daddys do.",*CHI:	there.,*MOT:	this is getting to be .,*MOT:	is it getting tight?,*MOT:	okay let's try this one.,*CHI:	yeah that one's gonna go on.,*CHI:	it is.,*MOT:	I think we've got it the wrong way.,*MOT:	that's what the problem is.,*MOT:	got it the wrong way.,8138
I thought you were my baby .,laurel_fathertoy.cha,2515,knew,thought,think,declarative,declarative,1,2.212,laurel,father,*CHI:	yeah.,*CHI:	what would you like to take home.,*FAT:	well.,*FAT:	what do you want me to take home?,*CHI:	xxx.,*CHI:	what  what you want to take home for your baby?,*FAT:	well.,*FAT:	who's my baby?,*CHI:	Nancy.,*FAT:	Nancy's my baby?,*FAT:	I thought you were my baby.,*CHI:	Nancy is.,*FAT:	no.,8138
<wh(y) [/]> [<] why don't you start that way and I think it will cook more or less; this I can eat (..) myself .,charlie_dinner.cha,252,know,think,think,declarative,declarative,1,2.333,charlie,dinner,*MOT:	xxx .,*CHI:	Winger  Beach.,*MOT:	is that gonna be enough done for you ?,*CHI:	Winger Beach .,*FAT:	&mm .,"*MOT:	and if we go at the other end, .. come back and start that way?",*FAT:	xxx that looks very rare.,*MOT:	xxx.,*FAT:	that looks better.,*FAT:	yeah .,*MOT:	why   why don't you start that way and I think it will cook more or less; this I can eat .. myself.,*MOT:	I . can eat that.,*MOT:	I can eat that.,8138
"actually , I think it's a little boy in a policeman's outfit .",guy_fathertoy.cha,752,know,think,think,declarative,declarative,1,2.343,guy,father,"*FAT:	 Mr Policeman, help !",*FAT:	 my kitty . has run away.,*FAT:	“and I don't know where he is” what's the policeman say?,*CHI:	what?,*FAT:	I don't know.,*FAT:	what do you think he says?,*CHI:	what?,*FAT:	he says .,"*FAT:	 Madame, may I help you?","*FAT:	see, the policeman is stopping traffic.","*FAT:	actually, I think it's a little boy in a policeman's outfit.",*FAT:	and he's telling another little boy on a tricycle to stop.,*FAT:	well . the policeman and the lady are talking about the kitty,8138
I think it can be tighter .,john_fathertoy.cha,2107,know,think,think,declarative,declarative,1,2.319,john,father,*FAT:	first the wheel then put it in.,*FAT:	right.,*FAT:	go ahead.,*CHI:	this way.,*FAT:	that's the way.,*CHI:	it's tight.,*FAT:	keep going.,*FAT:	it's not tight enough.,*FAT:	make it tighter.,*FAT:	at tight?,*FAT:	I think it can be tighter.,*FAT:	make it tighter.,*FAT:	try to make the  try to make the screw tighter.,8138
I think there's some real bags here .,olivia_mothertoy.cha,1370,know,think,think,declarative,declarative,1,2.22,olivia,mother,*CHI:	change.,*CHI:	ten cents.,*MOT:	no.,*MOT:	you keep this one.,*MOT:	you give me change from  from the fifty.,*MOT:	okay.,*MOT:	thank_you.,*MOT:	now.,*MOT:	could I have a bag for my groceries please?,*CHI:	okay.,*MOT:	I think there's some real bags here.,*MOT:	some real bags.,*MOT:	.. okay.,8138
I think that was the wrench .,susan_fathertoy.cha,2172,know,think,think,declarative,declarative,1,2.433,susan,father,*CHI:	here's one.,*CHI:	here's one tool.,*CHI:	and there's one.,*CHI:	oops.,*CHI:	xxx oops.,*CHI:	I can't find that or .,*FAT:	which one are you looking for?,*CHI:	&uh  &uh  &uh  I'm looking for the orange one.,*FAT:	the orange one.,*FAT:	oh.,*FAT:	I think that was the wrench.,*FAT:	it's in the back there.,*FAT:	there it is.,8138
<I thought she> [<] +...,victor_dinner.cha,913,knew,thought,think,declarative,declarative,1,2.195,victor,dinner,*FAT:	the Capri is  is in the . shop.,*MOT:	did you speak to them?,*FAT:	xxx no I didn't speak to them.,*MOT:	it's burning hot.,*FAT:	I spoke to the woman.,*MOT:	to the woman and what did she say ?,*CHI:	may I have corn ?,*CHI:	may I have some corn ?,*FAT:	nothing  I just told her I didn't know anything yet.,*CHI:	may I have some corn ?,*MOT:	I thought she  .,*MOT:	of course you can but it's so very hot.,*CHI:	right here.,8138
"no , I think he's kinda [= kind of] tired out so they put him in the carriage (.) I guess .",ursula_mothertoy.cha,2057,know,think,think,declarative,declarative,1,2.272,ursula,mother,*MOT:	xxx  the man .,"*MOT:	well the branch wasn't strong enough to hold him, so he's gonna",*CHI:	xxx.,"*MOT:	thud, right on the ground.",*MOT:	well . they're all kinda  battered and bruised and,*MOT:	there he .,*MOT:	look at him.,*MOT:	he's walking along behind just as . like nothing happened.,*MOT:	proud as can be .,*CHI:	is  is he a baby?,"*MOT:	no, I think he's kinda  tired out so they put him in the carriage . I guess.",*MOT:	I know he's awfully tired.,*MOT:	look at him.,8138
he thought he was going to catch the cat .,eddie_mothertoy.cha,1137,knew,thought,think,declarative,declarative,3,2.024,eddie,mother,*MOT:	and look he fell.,*MOT:	he comes out_of the pipe and he's in what?,"*MOT:	he's in mud or water, isn't he?",*MOT:	look Eddie over here.,*MOT:	what happened to the man?,*CHI:	he  he is in  in mud  water.,*MOT:	or water.,*MOT:	what happened to the cat?,*CHI:	ran out.,*MOT:	see the policeman came out_of the pipe.,*MOT:	he thought he was going to catch the cat.,*MOT:	and what happened?,*MOT:	the cat runs all the way up there and the lady is saying you go get,8138
"let me see if we can open up the drawer in that cash register , and you can put the money in see , I think that you can open up the drawer somehow .",nanette_mothertoy.cha,744,know,think,think,declarative,declarative,1,2.437,nanette,mother,*CHI:	forty one.,*MOT:	forty one?,"*MOT:	&mm, that's a_lot_of money for cookies and milk.",*MOT:	I don't know if I wanna shop at your store.,*MOT:	let's see.,*MOT:	xxx here's two . another two . and a one.,*MOT:	that's four and one.,*MOT:	forty one.,*CHI:	I still pay for br  breakfast.,*MOT:	you're still paying?,"*MOT:	let me see if we can open up the drawer in that cash register, and you can put the money in see, I think that you can open up the drawer somehow.","*MOT:	oh, here it is [gasp].",*MOT:	look at that.,8138
<and I think (.) that until she (.) gets herself > [>] +...,helen_dinner.cha,2383,know,think,think,declarative,declarative,1,2.431,helen,dinner,*CHI:	Daddy ?,*MOT:	<her sciatica and the whole thing bothers her a lot more than she,*MOT:	and I think that   .,*CHI:	Daddy that's too much .,"*MOT:	oh, relax Hel .",*MOT:	you eat what you want and what ever you don't want you don't eat,*FAT:	you want some salt on it?,"*CHI:	no, I . .",*CHI:	yeah.,*CHI:	yeah 5..,*MOT:	and I think . that until she . gets herself   .,*FAT:	did you put butter on it ?,*MOT:	yeah .,8138
"0 [=! coughs] I think she's saying +""/.",bobby_fathertoy.cha,2058,know,think,think,declarative,declarative,1,2.4,bobby,father,*FAT:	and they come out. ,*FAT:	and they say . ,*FAT:	 there's my kitty [gasp]. ,*FAT:	but he jumps up on . Chuckie's head. ,*CHI:	ya. ,*FAT:	ya see him? ,*CHI:	ya. ,*FAT:	an she's whispering sumpin . ,*FAT:	whad  do ya think she's whispering to you? ,*CHI:	I don't know. ,*FAT: [coughs I think she's saying]. ,*FAT:	 boy that Chuckie really can't chase a cat very well. ,*FAT:	 can he? ,8138
do you think you could do that [=! laughs] ?,theresa_mothertoy.cha,1626,know,think,think,interrogative,declarative,2,5.047,theresa,mother,*CHI:	try it xxx.,*CHI:	xxx.,*CHI:	how about if you hold the wheel?,*MOT:	okay.,*MOT:	that's a good idea.,*MOT:	good.,"*MOT:	you're really, &uh.","*MOT:	quite a mechanic there, Theresa.",*MOT:	do you think you could change the tire on our car now?,*MOT:	if we got a flat tire?,*MOT:	do you think you could do that [laughs]?,*MOT:	good.,*CHI:	xxx.,8138
you think this just turns too ?,isadora_mothertoy.cha,1415,know,think,think,interrogative,declarative,2,5.007,isadora,mother,*MOT:	see if you can turn that one.,*CHI:	it's hard.,*CHI:	I cann't do it.,*MOT:	there you go.,*MOT:	see?,*MOT:	you can do it.,*CHI:	[laughs yep].,*CHI:	see.,*MOT:	you know what else?,*MOT:	oh.,*MOT:	you think this just turns too?,*CHI:	yeah.,*CHI:	this comes out.,8138
you think there might be some money in there ?,laurel_mothertoy.cha,1744,know,think,think,interrogative,declarative,2,5.01,laurel,mother,*MOT:	this is a little store.,*MOT:	you know when I go to the store?,*MOT:	I buy food.,*MOT:	and then the lady rings it all up on the cash register.,*CHI:	yeah.,*MOT:	would you like  would you like for me to buy food?,*CHI:	you play xxx.,*CHI:	xxx put this xxx.,*MOT:	I wonder if they have some money to play with.,*MOT:	you think so?,*MOT:	you think there might be some money in there?,*CHI:	yeah.,*MOT:	how do we open this?,8138
do you think he'll climb up the tree ?,nanette_fathertoy.cha,664,know,think,think,interrogative,declarative,2,5.104,nanette,father,"*FAT:	okay, let's see.",*FAT:	once upon a time Tupty and Puddy went for a walk.,*FAT:	and Tupty got all dressed up in her mother's clothing she put,*FAT:	as they were walking along . Tupty . saw a beautiful red flower,*FAT:	as she bended down . Puddy . pushed away the blankets and,*FAT:	she got so worried.,"*FAT:	she got so . surprised that she threw her arms up in the air,",*FAT:	and what's Puddy doing?,*CHI:	climbing up a tree.,"*FAT:	oh, but what  what's down here?",*FAT:	do you think he'll climb up the tree?,*CHI:	yeah.,*FAT:	that's what the next .,8138
do you think it stays in ?,nanette_fathertoy.cha,244,know,think,think,interrogative,declarative,2,5.099,nanette,father,"*CHI:	hey, we cook we  we have .",*FAT:	what are you looking for?,*CHI:	I looking xxx.,*FAT:	do you have_to go to the bathroom?,*CHI:	no.,*FAT:	okay.,*CHI:	xxx I  I have_to  I  have_to .,*FAT:	what  kind is this?,*FAT:	how does this work?,*FAT:	push that in.,*FAT:	do you think it stays in?,*FAT:	xxx .,*CHI:	sissie .,8138
you think you could help me tomorrow and get them out ?,susan_dinner.cha,3594,know,think,think,interrogative,declarative,2,5.004,susan,dinner,*FAT:	very incredible girl.,*CHI:	[laughs I'm so incredible that]. I can even do this.,*FAT:	[laughs full of positive affect too].,*CHI:	and looks like that this is pink !,*FAT:	what?,*CHI:	these jammies are pink.,*FAT:	they look yellow to me.,*CHI:	yeah.,*MOT:	I have two very big large boxes of paper in the car.,*FAT:	&mm.,*MOT:	you think you could help me tomorrow and get them out?,*FAT:	okay.,*CHI:	and what is that?,8138
do you think you're gonna be able to put this back together again ?,theresa_mothertoy.cha,1819,know,think,think,interrogative,declarative,2,5.032,theresa,mother,*CHI:	xxx.,*MOT:	whoop.,*CHI:	this gotta come out.,*MOT:	try to lift it.,*MOT:	oop.,*CHI:	[laughs].,*MOT:	you see?,*CHI:	yeah.,*MOT:	alright.,*CHI:	the tire's coming apart.,*MOT:	do you think you're gonna be able to put this back together again?,*CHI:	yeah.,*MOT:	you think so?,8138
do you think you'd like some strawberry in it ?,nanette_mothertoy.cha,2194,know,think,think,interrogative,declarative,2,5.038,nanette,mother,*MOT:	let's see if we have two cups.,*MOT:	here's a cup for you.,*MOT:	and: I'll .,"*MOT:	oh, another cup.",*MOT:	and here's some milk.,*MOT:	there's a little milk [slurping noise].,*MOT:	how does yours taste?,*CHI: [slurping noise].,*MOT:	how does it taste?,*CHI:	good.,*MOT:	do you think you'd like some strawberry in it?,*CHI:	yeah.,*MOT:	here it is.,8138
you think the policeman's going to be able to find her cat ?,laurel_fathertoy.cha,394,know,think,think,interrogative,declarative,2,5.011,laurel,father,*FAT:	yeah.,*FAT:	look at the leaves.,*FAT:	oop.,*FAT:	she's .,*FAT:	&wh what's she doing?,*FAT:	what's she doing?,*FAT:	there's the policeman right here.,*FAT:	is she going to tell the policeman that her cat's missing?,*CHI:	yeah.,*FAT:	yeah.,*FAT:	you think the policeman's going to be able to find her cat?,*CHI:	yeah.,*CHI:	there he is.,8138
do you think the cat's gonna escape .,david_mothertoy.cha,2977,know,think,think,interrogative,declarative,2,5.075,david,mother,*MOT:	this little girl is very angry at the little toy . for letting,*MOT:	and she's bawling him out.,*MOT:	you know how you can tell she's bawling him out?,*CHI:	how?,*MOT:	she's holding onto his ear and going [noises can you do that],*MOT:	go [noise].,*MOT:	you don't know how?,*MOT:	&hmm?,*MOT:	okay.,*MOT:	they the cat starts running up the tree.,*MOT:	do you think the cat's gonna escape.,*CHI:	yep a.,*CHI:	yep a.,8138
do you think you'll be able to put this car back together ?,helen_mothertoy.cha,596,know,think,think,interrogative,declarative,2,5.035,helen,mother,*CHI:	it's in the front end in the be.,*MOT:	uhhuh.,*CHI:	I gotta keep it open.,*MOT:	okay.,*CHI:	these .,*CHI:	why are these two?,*CHI:	when is Sarah gonna play with this truck.,"*MOT:	well, maybe she'll get a turn.",*CHI:	[laughs I did it].,"*MOT:	boy, oh boy !",*MOT:	do you think you'll be able to put this car back together?,*CHI:	[laughs I don't know].,*MOT:	oh.,8138
do you think you know how ?,ursula_mothertoy.cha,717,know,think,think,interrogative,declarative,2,5.043,ursula,mother,*CHI:	I'm all done now.,*MOT:	oh you're all done?,*MOT:	you're not .,*CHI:	now can you   .,*MOT:	are you gonna put it back together again?,*CHI:	yeah.,*MOT:	wow.,*CHI:	can you help me?,*MOT:	can you do that really?,*CHI:	no.,*MOT:	do you think you know how?,*MOT:	I don't  I don't even know if I do.,"*CHI:	no, no !",8138
do you think there are any raisins in this supermarket that we could (.) put into the cookies ?,nanette_mothertoy.cha,2253,know,think,think,interrogative,declarative,2,5.072,nanette,mother,*MOT:	this .,*MOT:	&mm.,*MOT:	tastes much better with the strawberry in it.,*MOT:	what do you think?,*MOT:	does it need a little more?,*CHI:	thank_you.,*MOT:	and here's a cookie.,*MOT:	I  I think  I think I like the ones I make better.,*MOT:	cause ours has raisins  ours have raisins in em,*MOT:	maybe we can find some raisins in .,*MOT:	do you think there are any raisins in this supermarket that we could . put into the cookies?,*CHI:	yeah.,*CHI:	knife.,8138
"oh , do you think that might do it ?",theresa_mothertoy.cha,1378,know,think,think,interrogative,declarative,2,5.081,theresa,mother,*CHI:	xxx this.,*MOT:	do you think .,*MOT:	oh.,*MOT:	&hmm [laughs].,*CHI:	I got an idea.,*MOT:	oh.,*MOT:	xxx.,*MOT:	try em all.,"*MOT:	you're very clever, Theresa.",*MOT:	I didn't even think of that.,"*MOT:	oh, do you think that might do it?",*MOT:	see if you can push it with that.,*MOT:	ya know.,8138
do you think we should see what's under here ?,katie_mothertoy.cha,1220,know,think,think,interrogative,declarative,2,5.056,katie,mother,*CHI:	I'm gonna find him.,*MOT:	I don't think you can find her cause I don't think she's around,*MOT:	I think she went across the street.,*CHI:	what?,*MOT:	I think she went across the street.,*CHI:	xxx across street.,*MOT:	she said she'd come back though.,*CHI:	what?,*MOT:	she said she'd come back and meet us.,*CHI:	oh.,*MOT:	do you think we should see what's under here?,*CHI:	yeah.,*MOT:	would you like to?,8138
