matched_term,file_name,match_line_number,know_option,think_option,verb,force,comp,subj,unique_id,child,interaction,context_pre_1,context_pre_2,context_pre_3,context_pre_4,context_pre_5,context_pre_6,context_pre_7,context_pre_8,context_pre_9,context_pre_10,matched_line,context_post_1,context_post_2,Sample_Set
do you know who that is ?,frank_fathertoy.cha,2125,know,think,know,interrogative,interrogative,2,6.186,frank,father,*INV:	that's the way.,*CHI:	what?,*INV:	what is that?,*CHI:	I don't know.,*CHI:	a puppet?,*INV:	xxx.,*FAT:	oh isn't that something?,*CHI:	xxx.,*FAT:	who is it.,*FAT:	do you know?,*INV:	do you know who that is?,*CHI:	no.,*FAT:	yes you do.,23
and you know what else I'd like ?,xavia_mothertoy.cha,2186,know,think,know,interrogative,interrogative,2,6.055,xavia,mother,*CHI:	fine.,*MOT:	the rain is very bad for my sore knee.,*CHI:	I know it is.,*MOT:	listen.,*MOT:	you know what I'm looking for?,*MOT:	some baby cereal.,*MOT:	do you have any baby cereal?,*CHI:	yes we did.,*CHI:	.. I think it's right here.,*MOT:	oh thank_you.,*MOT:	and you know what else I'd like?,*CHI:	oh we just forgot something.,*MOT:	good.,23
do you know who that is ?,isadora_fathertoy.cha,3671,know,think,know,interrogative,interrogative,2,6.185,isadora,father,*FAT:	she's in with Mommy.,*FAT:	don't worry about that.,*FAT:	she's just cooing.,*FAT:	and.,*FAT:	look.,"*FAT:	she says, “chase my  chase my child” and.",*FAT:	here's this little boy.,*FAT:	and.,*FAT:	he thinks it kinda  funny right now.,*FAT:	who's that on his shirt?,*FAT:	do you know who that is?,*CHI:	Batman.,*FAT:	Batman?,23
do you know what the cash out (do)es (.) in a store ?,olivia_fathertoy.cha,134,know,think,know,interrogative,interrogative,2,6.245,olivia,father,"*FAT:	what's this,   Livie?",*CHI:	it's a telephone.,*FAT:	it's a telephone?,*CHI:	no.,*CHI:	it's not.,*FAT:	no it's not.,*FAT:	what is it?,*CHI:	it's numbers.,*FAT:	right.,*FAT:	don't you see that in a store?,*FAT:	do you know what the cash out does . in a store?,*CHI:	no.,*CHI:	what does the cash out says?,23
you know what they have ?,katie_dinner.cha,454,know,think,know,interrogative,interrogative,2,6.136,katie,dinner,*MOT:	which they had about a hundred and twelve.,*AUN:	you got two bedroom lamps though?,*MOT:	for reading.,"*MOT:	you know, that clamp on the head of the bed?",*AUN:	oh nice.,"*AUN:	oh, that's a nice idea.","*MOT:	how's your bacon, Katie 4.?",*MOT:	how's the bacon?,*CHI:	no:.,"*AUN:	Katie, we have_to take you to the european.",*AUN:	you know what they have?,*CHI:	&mm  .,*AUN:	they  have a great big Santa Claus.,23
you know what this story's like ?,guy_mothertoy.cha,1966,know,think,know,interrogative,interrogative,2,6.115,guy,mother,"*MOT:	Muso is a cat, right?",*CHI:	uhhuh.,*MOT:	you're not interested?,*MOT:	or are you interested?,*CHI:	I is.,*MOT:	huh?,*CHI:	I xxx.,*CHI:	why did it say .,*CHI:	 ding?,*MOT:	&ah &uh.,*MOT:	you know what this story's like?,*CHI:	what?,*MOT:	do you remember Mama xxx and Joey?,23
do you know what this is ?,richard_mothertoy.cha,1889,know,think,know,interrogative,interrogative,2,6.222,richard,mother,*MOT:	here's the green.,*MOT:	where does the green go?,*CHI:	right here.,*MOT:	where does the green go?,*CHI:	right over here.,*MOT:	so put it back.,*MOT:	let me see you put it back.,*MOT:	somebody started coughing.,*MOT:	Richard.,*MOT:	you put them over here huh?,*MOT:	do you know what this is?,*MOT:	what number that is?,*MOT:	what number is this?,23
"(o)kay , do you know where to put that ?",frank_mothertoy.cha,1817,know,think,know,interrogative,interrogative,2,6.193,frank,mother,*MOT:	is there another one?,*MOT:	another color?,*CHI:	&ah . there's only three.,*MOT:	how bout that yellow one?,*CHI:	this one?,*MOT:	yeah.,*MOT:	but there should be another yellow one.,*MOT:	oh there it is underneath there.,*MOT:	okay.,*CHI:	where?,"*MOT:	okay, do you know where to put that?",*CHI:	yeah.,*CHI:	like this?,23
I think you're doing pretty well .,guy_fathertoy.cha,1583,know,think,think,declarative,declarative,1,2.046,guy,father,*FAT:	that one?,*FAT:	or this one?,*CHI:	this one.,*FAT:	alright.,*FAT:	&ah !,*CHI:	what?,*FAT:	I think you're right.,*CHI:	yeah.,*FAT:	you are right.,*CHI:	how you do it?,*FAT:	I think you're doing pretty well.,*CHI:	but how you put it in again?,*FAT:	why don't you try?,23
I think he was just playing .,nanette_fathertoy.cha,1070,know,think,think,declarative,declarative,1,2.262,nanette,father,*FAT:	and she comes out.,*FAT:	and what's she wearing?,*FAT:	what's she wearing?,*CHI:	a hat.,"*FAT:	yeah, that's a nurse's hat.",*FAT:	she's  all dressed up like a nurse.,*CHI:	xxx .,*FAT:	and she has cookies and lemonade.,"*FAT:	and she brings it out, and she gives everybody a treat.",*FAT:	and Puddy isn't running away.,*FAT:	I think he was just playing.,*FAT:	did you like that book?,*CHI:	read it again?,23
cause I think when we finish this we have another (.) something else we play with .,katie_fathertoy.cha,926,know,think,think,declarative,declarative,1,2.093,katie,father,*FAT:	what are you looking at?,*FAT:	&hmm?,*FAT:	what're you looking at?,*CHI:	who's that?,*FAT:	who's that?,*CHI:	who that?,*FAT:	nobody.,*CHI:	xxx.,"*FAT:	xxx okay, are we gonna eat supper now?","*FAT:	alright, let's eat supper.",*FAT:	cause I think when we finish this we have another . something else we play with.,*CHI:	may I have some cake?,*FAT:	okay?,23
I think we talked about that this morning .,guy_dinner.cha,959,know,think,think,declarative,declarative,1,2.112,guy,dinner,*SAR:	Thursday.,*FAT:	Thursday?,*CHI:	Thursday.,*FAT:	yeah.,*CHI:	Thursday.,*CHI:	.. I know it.,"*MOT:	you know what, sweetheart?",*CHI:	I know where it is.,*CHI:	Thursday.,*MOT:	uhhum.,*MOT:	I think we talked about that this morning.,*CHI:	uhhuh.,*FAT:	talked about what day it was?,23
I think those are tools for taking the tire .,ursula_fathertoy.cha,524,know,think,think,declarative,declarative,1,2.132,ursula,father,*CHI:	no I just can't.,*FAT:	why not?,"*CHI:	cause ya hafta close this first, the back of it .",*FAT:	well  it is closed.,*FAT:	see it doesn't stay shut now . why don you .,*FAT:	why don't we take  it all .,*FAT:	should we take it all apart ?,*CHI:	xxx xxx  no Daddy ta  ta  take xxx apart xxx you put ,*FAT:	you know what  I think?,*CHI:	what?,*FAT:	I think those are tools for taking the tire.,*FAT:	what  do you think?,*CHI:	whe   where's this go?,23
"okay (..) , I think they're getting madder and madder .",wanda_fathertoy.cha,3413,know,think,think,declarative,declarative,1,2.167,wanda,father,*FAT:	 where are they?,*FAT:	where are they?,*FAT:	so: .,"*CHI:	look_it, Mom.",*CHI:	Dad look_it.,*CHI:	he's wearing the wrong hat.,*FAT:	he's wearing the wrong hat.,*FAT:	he's wearing Mary Mother's hat.,*FAT:	and Mary Mother is all drenched.,*FAT:	and: the kitty cat runs right back in the sewer pipe.,"*FAT:	okay .., I think they're getting madder and madder.","*FAT:	Peter Policeman doesn't look too happy at alright then, huh?",*FAT:	so they climb back in the sewer pipe and they crawl through it.,23
now I think you can do the rest of these .,ursula_mothertoy.cha,361,know,think,think,declarative,declarative,1,2.088,ursula,mother,*CHI:	these are all the xxx tools.,*MOT:	that really does come apart .,*CHI:	what's the right  . thing that was in here?,*MOT:	I don't know.,*CHI:	could you help me?,*CHI:	you  unloosen em xxx.,*MOT:	mhm .,*MOT:	yep.,*MOT:	I'll loosen it a little bit for you.,*CHI:	there.,*MOT:	now I think you can do the rest of these.,*CHI:	yep.,*CHI:	xxx .,23
I thought we wouldn't be able to .,susan_dinner.cha,1209,knew,thought,think,declarative,declarative,1,2.206,susan,dinner,*MOT:	I think I made too much here.,*MOT:	we're not going to be eating all of this.,"*FAT:	how are you doing, Susan?","*CHI:	so much here too, I'm not going to eat all of this.",*CHI:	this is too much.,"*MOT:	well, you eat as much as you can.",*CHI:	oops !,*CHI:	some of it fell off .,*MOT:	this is really  nice.,*MOT:	you can go to nursery school tomorrow.,*MOT:	I thought we wouldn't be able to.,*CHI:	but why: xxx.,*MOT:	why?,23
she looks: I think she looks kinda [: kind of] angry .,susan_fathertoy.cha,448,know,think,think,declarative,declarative,1,2.389,susan,father,*FAT:	what happens to em?,*CHI:	what?,*FAT:	splat !,*FAT:	he's reaching for the kitty and he trys to go and grab her and bunk,*FAT:	he falls over.,*FAT:	look at her face.,*FAT:	how does she look?,*CHI:	you tell me.,*FAT:	pardon?,*CHI:	you tell me.,*FAT:	she looks: I think she looks kinda  angry.,"*FAT:	she's saying, .",*FAT:	 look what you did.,23
"oh , I thought this was part of the project .",katie_mothertoy.cha,2458,knew,thought,think,declarative,declarative,1,2.203,katie,mother,*MOT:	want me to try it Katie?,*CHI:	no you cann't try it.,*MOT:	you don't like it?,*CHI:	xxx tomorrow.,*INV:	we'll have another present for you next week.,"*MOT:	oh, that's nice .",*INV:	xxx  interim.,*MOT:	is that really hers?,*INV:	it's really hers.,"*MOT:	oh, how nice.","*MOT:	oh, I thought this was part of the project.",*CHI:	tomorrow Mommy .,*INV:	xxx .,23
I think Bob Higgens is gonna get our +...,susan_dinner.cha,696,know,think,think,declarative,declarative,1,2.254,susan,dinner,*MOT:	[laughs].,*CHI:	Mommy ?,*FAT:	is this the one you like?,*MOT:	no.,"*CHI:	Mommy, I wan you pour me some milk.",*MOT:	he was just very quiet.,*MOT:	I have a feeling   .,*FAT:	one thousand instead  of three hundred.,"*FAT:	we  &y you had a three hundred bid, didn't you?","*MOT:	yeah, right.",*MOT:	I think Bob Higgens is gonna get our .,*FAT:	did you laugh in his face?,"*MOT:	no, he .   .",23
I think that looks more like quarter .,david_mothertoy.cha,489,know,think,think,declarative,declarative,1,2.416,david,mother,*MOT:	eighteen dollars.,*MOT:	am I gonna have some change?,*CHI:	one thousand.,*CHI:	&um xxx.,*MOT:	thank_you.,*MOT:	what are those anyway?,*MOT:	what are those change?,*CHI:	two pennys and a dime.,*MOT:	is that a dime really?,*MOT:	are you sure?,*MOT:	I think that looks more like quarter.,*CHI:	it's a dime.,*CHI:	you  you can see a quarter xxx.,23
I think that she's a little girl just like you and that she [=! clears throat] is taking [//] pretending she's taking her baby for a walk .,susan_fathertoy.cha,242,know,think,think,declarative,declarative,1,2.42,susan,father,*FAT:	 where is that cat?,*FAT:	she's so excited she throws her arms up in the air.,*FAT:	and the flower goes . a scooting off through the air.,*FAT:	she's feeling very upset.,*CHI:	why?,*FAT:	because her pussy cat .,*FAT:	she's probably .,*FAT:	maybe she calls it a baby just like you do.,*FAT:	her  her  her baby  her pussy cat is gone.,*FAT:	she doesn't know where she is.,*FAT:	I think that she's a little girl just like you and that she [clears throat is taking  pretending she's taking her baby for a walk].,*FAT:	and she's using her pussy cat for the baby.,*CHI:	oh.,23
oh okay I think it's fine +...,susan_mothertoy.cha,1671,know,think,think,declarative,declarative,1,2.353,susan,mother,*CHI:	okay here .,*MOT:	thank_you .,*CHI:	and what else?,*CHI:	some of this?,*CHI:	that's oatmeal.,*MOT:	is that oatmeal?,*CHI:	yes.,*MOT:	oh that should be very tasty.,*CHI:	and . this is for sandwiches.,*CHI:	and this: is: . &r  and this is .,*MOT:	oh okay I think it's fine .,"*MOT:	I would like to read you a story, can I read you a story?",*CHI:	oh no.,23
I think it's Grover too .,richard_fathertoy.cha,3149,know,think,think,declarative,declarative,1,2.358,richard,father,*FAT:	open it up.,*FAT:	whad  do ya say first of all?,*FAT:	whoa.,*FAT:	who is that?,*FAT:	who is that?,*CHI:	Snoopy.,*CHI:	what's this?,*INV:	I think it's Grover from Sesame_street.,*FAT:	is that Grover?,*INV:	it's somebody from Sesame_street.,*FAT:	I think it's Grover too.,*FAT:	is that Grover?,*CHI:	yeah.,23
you think I have enough ?,ursula_mothertoy.cha,1107,know,think,think,interrogative,declarative,2,5.024,ursula,mother,*MOT:	we can always use that .,*CHI:	and here's  some milk.,"*MOT:	milk, huh?",*CHI:	some more kinds of milk.,*MOT:	okay.,*CHI:	you get xxx.,"*MOT:	gee that's gonna be awfully expensive, isn't it?",*CHI:	no: xxx.,*MOT:	is it gonna cost lots_of money?,*CHI:	well it cost a_lot_of money but .,*MOT:	you think I have enough?,*CHI:	well maybe.,*CHI:	I hafta get some more . that's all: money.,23
you think it's over there ?,ursula_fathertoy.cha,2062,know,think,think,interrogative,declarative,2,5.02,ursula,father,*CHI:	is it under here?,*FAT:	I don't know.,*FAT:	is it?,*FAT:	what do you think?,*FAT:	is it under there?,*FAT:	no:?,*FAT:	you don't think so?,*CHI:	it may be in here.,*FAT:	in where?,*FAT:	I: don't know.,*FAT:	you think it's over there?,*CHI:	no.,*CHI:	I think   .,23
do you think you can ever put that back together ?,guy_fathertoy.cha,1768,know,think,think,interrogative,declarative,2,5.053,guy,father,*CHI:	what are these?,*FAT:	well . that is called . a bolt.,*FAT:	and there's another one that you hafta take out.,*FAT:	can you find it?,*FAT:	mhm.,*FAT:	oh my !,*FAT:	that must have been the last one.,*CHI:	xxx.,*FAT:	yeah.,*FAT:	ach !,*FAT:	do you think you can ever put that back together?,"*FAT:	oh, Guy . what do we do now?",*FAT:	gee.,23
do you think you could do that [=! laughs] ?,theresa_mothertoy.cha,1626,know,think,think,interrogative,declarative,2,5.047,theresa,mother,*CHI:	try it xxx.,*CHI:	xxx.,*CHI:	how about if you hold the wheel?,*MOT:	okay.,*MOT:	that's a good idea.,*MOT:	good.,"*MOT:	you're really, &uh.","*MOT:	quite a mechanic there, Theresa.",*MOT:	do you think you could change the tire on our car now?,*MOT:	if we got a flat tire?,*MOT:	do you think you could do that [laughs]?,*MOT:	good.,*CHI:	xxx.,23
do you think she has a strong +...,charlie_dinner.cha,3393,know,think,think,interrogative,declarative,2,5.087,charlie,dinner,*MOT: 12..,"*MOT:	all the questions that you feel that you probably ought_to ask,",*FAT:	uhhuh  .,*MOT:	and  what kind of life do I hope for them .,*MOT:	[laughs].,*FAT:	yeah.,*MOT:	I said &sh   .,"*FAT:	<I wish I had  had  my heart had not been so &uh, ..",*FAT:	<I would've enjoyed the opportunity to discuss with her .. her,*CHI:	xxx.,*MOT:	do you think she has a strong .,"*FAT:	well, it's funny, that for  for a person who . makes a point",*CHI:	xxx .,23
<tomorrow you think> [>] you'll have time ?,laurel_dinner.cha,709,know,think,think,interrogative,declarative,2,5.003,laurel,dinner,*CHI:	yeah.,*FAT:	that was very good.,*CHI:	no  no.,*CHI:	I wanted my plate right on the napkin .,*MOT:	okay  xxx.,*CHI: [noises good].,*MOT:	xxx.,*CHI:	pour it .,*FAT:	I  thought I'd bring home a package of <that tomorrow after,*CHI:	pour it pour it .,*MOT:	tomorrow you think  you'll have time?,*FAT:	yeah.,*CHI:	hey !,23
<do you think it's for that> [<] ?,eddie_mothertoy.cha,2608,know,think,think,interrogative,declarative,2,5.093,eddie,mother,*MOT:	can you figure out how that works?,*CHI:	Mommy . I'll get another penny.,*MOT:	oh you know I think that's supposed to be for a tape.,"*MOT:	you know the tape like the Star_market has, Edward?","*MOT:	it's not for pennys dear or money, it's for tape I think.",*MOT:	remember at the Star_market they give you a little ticket?,*MOT:	and the ticket has all the prices on it?,*CHI:	oh yeah that's .,*CHI:	no the tape comes  right out here.,*CHI:	and  I think the money comes.,*MOT:	do you think it's for that ?,*MOT:	right:  .,*CHI:	out here.,23
do you really think <xxx was serious about xxx> [>] .,david_dinner.cha,2589,know,think,think,interrogative,declarative,2,5.108,david,dinner,*MOT:	I see.,*MOT:	do they bring tables outside?,*MOT:	or do you sit around on the steps and have your snack?,*CHI:	xxx there's a bug in back of you !,"*MOT:	oh, no !",*MOT:	I'd better get a +/.,*FAT:	that's a little baby bug.,*FAT:	just a little baby baby bug.,*CHI:	I want more cocoa.,*CHI:	xxx.,*MOT:	do you really think xxx was serious about xxx .,*CHI:	can I put some cocoa in my soda ?,*FAT:	cocoa.,23
you thought I'd be mad at you ?,wanda_dinner.cha,894,knew,thought,think,interrogative,declarative,2,5.115,wanda,dinner,*FAT:	it was an accident?,"*FAT:	you mean, it, your wildest dream came true?",*CHI:	no it was broken.,*FAT:	yeah it  y  you just turned it and it came out?,*CHI:	yeah.,*FAT:	you just turned it on once?,*CHI:	yeah I tried to put it back because I thought ..,*FAT:	[laughs].,*MOT:	[laughs].,*CHI:	she would be mad at me.,*MOT:	you thought I'd be mad at you?,*MOT:	now I'm not understanding.,"*FAT:	no, did you think that Mommy would be or is it somebody else?",23
do you think you might like to try the book again ?,frank_fathertoy.cha,1905,know,think,think,interrogative,declarative,2,5.042,frank,father,*FAT:	what are those?,*CHI:	I don't know.,*CHI:	dishes?,*CHI:	how bout some  more food?,*CHI:	an cups an   .,*FAT:	how bout some  more food?,*CHI:	we have a new  new spoons and forks.,*FAT:	how bout some more food?,*INV:	hi.,*FAT:	hi.,*INV:	do you think you might like to try the book again?,*FAT:	he won't let me read the story.,*INV:	don't want to read the story book?,23
do you think they'll ever catch that cat ?,laurel_mothertoy.cha,1236,know,think,think,interrogative,declarative,2,5.065,laurel,mother,"*MOT:	and what happened, Laurie?",*CHI:	they fell xxx.,*MOT:	they sure did.,*CHI:	why did he?,*MOT:	because he didn't know the water was there.,*MOT:	and he stepped out_of the pipe and went right into the water.,*MOT:	and the cat .,*MOT:	what did the cat do?,*CHI:	ran away.,*MOT:	yeah.,*MOT:	do you think they'll ever catch that cat?,*CHI:	no.,*MOT:	well.,23
do you think you might like to try the car again ?,olivia_mothertoy.cha,2590,know,think,think,interrogative,declarative,2,5.041,olivia,mother,*MOT:	&hmm?,*CHI:	where'd ya sleep?,*MOT:	go  I'm gonna go into my bed.,*CHI:	huh?,*MOT:	can I sleep in your bed?,*MOT:	no?,*CHI:	no.,*MOT:	can I go on the sofa?,*INV:	0.,*CHI:	Sandy.,*INV:	do you think you might like to try the car again?,*MOT:	the car?,*MOT:	okay.,23
ya think we'll ever get this back together ?,frank_mothertoy.cha,1398,know,think,think,interrogative,declarative,2,5.027,frank,mother,"*MOT:	oh, were there firemen there?",*CHI:	yeah.,*CHI:	and Andrea was afraid.,*MOT:	Andrea was afraid?,*CHI:	I don't know if we can put it.,*MOT:	&ah.,*CHI:	xxx.,*MOT:	[laughs what else is there to take apart]?,*MOT:	do you think we'll ever get this back together?,*MOT:	here could I use the screwdriver?,*MOT:	ya think we'll ever get this back together?,"*CHI:	oh, no way.",*MOT:	[laughs okay].,23
do you think there's any chance that she'll try the car again ?,ursula_mothertoy.cha,2846,know,think,think,interrogative,declarative,2,5.07,ursula,mother,"*CHI:	no, candy I meant.",*CHI:	it's good.,*MOT:	yick.,*CHI:	what?,*MOT:	sounds awful.,*MOT:	vanilla wafers in the soup?,*CHI:	no.,*CHI:	I said this to wash clothes.,*MOT:	no that's to wash the floor with.,*MOT:	that's to wash the floor.,*INV:	do you think there's any chance that she'll try the car again?,*MOT:	yeah.,"*INV:	if  if not, it's no  it's no problem but .",23
you think they'll be able to follow him in there ?,susan_fathertoy.cha,542,know,think,think,interrogative,declarative,2,5.009,susan,father,*CHI:	&hmm.,*FAT:	he thinks it's a good place.,*CHI:	oh.,*FAT:	I reckon.,*CHI:	why?,*FAT:	maybe he thinks they can't follow him in there.,*CHI:	why?,*FAT:	tsk.,*FAT:	why?,*FAT:	perhaps  perhaps he  he thinks the pipe is too small for them,*FAT:	you think they'll be able to follow him in there?,*FAT:	you do?,"*FAT:	well, we'll see.",23
