matched_term,file_name,match_line_number,know_option,think_option,verb,force,comp,subj,unique_id,child,interaction,context_pre_1,context_pre_2,context_pre_3,context_pre_4,context_pre_5,context_pre_6,context_pre_7,context_pre_8,context_pre_9,context_pre_10,matched_line,context_post_1,context_post_2,Sample_Set
you know what she said in there ?,isadora_dinner.cha,96,know,think,know,interrogative,interrogative,2,6.169,isadora,dinner,*CHI:	now I xxx suppa  xxx.,*FAT:	what's wrong?,"*MOT:	okay, I will make the shakes.","*MOT:	sit down, okay?",*MOT:	sit down and you and Daddy  Daddy are gonna share and I'm gonna,"*FAT:	okay, here.",*MOT:	xxx .,*FAT:	you need a bib ?,*FAT:	you don't need a bib 6.?,*FAT:	what did you .,*FAT:	you know what she said in there?,*MOT:	what?,*FAT:	we asked her what's for supper and she said walnuts.,1
do you know where the motor is ?,patricia_fathertoy.cha,1936,know,think,know,interrogative,interrogative,2,6.197,patricia,father,*CHI:	you can do it with a screwdriver xxx .,*FAT:	okay  there.,*FAT:	made it good: and tight.,"*FAT:	here, you wanna drive the truck?",*CHI:	no.,*FAT:	you know I don't know if this is a truck.,*FAT:	is it a truck or is it a car?,*CHI:	it's a truck.,"*FAT:	it is, huh?","*FAT:	okay, where's the motor?",*FAT:	do you know where the motor is?,*CHI:	where?,*FAT:	the motor is in here.,1
you know how many there are ?,wanda_mothertoy.cha,624,know,think,know,interrogative,interrogative,2,6.176,wanda,mother,"*CHI:	okay, xxx what .",*MOT:	&hmm?,*MOT:	something in the trunk too.,"*MOT:	oh, look what the trunk has in it.",*MOT:	a spare tire.,*MOT:	that's like in our car we have a spare tire in_case we get a flat,*MOT:	so_that  has_to be taken apart too.,*CHI:	xxx .,*CHI:	we have the last tire here.,*MOT:	mhm.,*MOT:	you know how many there are?,*MOT:	or do you have_to count them?,"*CHI:	one, two, three, four, five.",1
you know what I'd like to do ?,david_mothertoy.cha,1809,know,think,know,interrogative,interrogative,2,6.027,david,mother,*MOT:	that's funny.,*CHI:	get a screwdriver.,*MOT:	here it is.,*MOT:	oh.,*MOT:	boy.,*CHI:	took this I don't see why we apart.,*MOT:	yeah.,*MOT:	&uh.,*MOT:	you're almost done really.,*CHI:	I cann't do dis .,*MOT:	you know what I'd like to do?,*CHI:	what?,*MOT:	I would like to put it back together.,1
you know how you open it ?,richard_mothertoy.cha,1675,know,think,know,interrogative,interrogative,2,6.036,richard,mother,*MOT:	what else do you wanna buy ?,*CHI:	this .,*MOT:	and there are bags to put  to put the food in the bags.,*MOT:	you wanna  do that?,*CHI:	&um look.,*MOT:	oo:.,*MOT:	careful and there are some plates and silverware and dishes.,*CHI:	where's the money?,*MOT:	&ah xxx.,*CHI:	please open dis .,*MOT:	you know how you open it?,*CHI:	yeah.,*MOT:	nope.,1
"you don't oh , &uh , you know what else I'd like to buy ?",victor_fathertoy.cha,1655,know,think,know,interrogative,interrogative,2,6.054,victor,father,"*FAT:	you be the man at the store and I  I'll  I be the shopper,","*FAT:	&uh, do you have any cereal in your store that I could buy?",*CHI:	yep.,*FAT:	you do?,*CHI:	yep.,*FAT:	is this it here?,*CHI:	yeah.,*FAT:	yeah.,"*FAT:	okay, and  and, &uh .. do you have any other cereal, do you","*CHI:	no, I don't.","*FAT:	you don't oh, &uh, you know what else I'd like to buy?",*FAT:	I'd like .,*CHI:	want more money.,1
do you know what it is ?,patricia_dinner.cha,1916,know,think,know,interrogative,interrogative,2,6.283,patricia,dinner,*FAT:	I've got meat fu  you.,*MOT:	but at least he doesn't have_to chew it.,"*MOT:	therefore, he'll eat it.",*FAT:	why?,*FAT:	he's too lazy to chew?,*MOT:	uhhuh.,*MOT:	what's a matter?,*CHI:	I wanna gok  at dis .,*MOT:	you wanna look at this.,*CHI:	yeah.,*MOT:	do you know what it is?,*CHI:	xxx.,*MOT:	I'm asking you: do you know what it is?,1
do you know what Happy is ?,nanette_mothertoy.cha,1339,know,think,know,interrogative,interrogative,2,6.287,nanette,mother,"*MOT:	well, maybe he rided  on a bicycle, and then hided  behind",*MOT:	and look what happened to Tumpty.,*MOT:	she got very upset.,*MOT:	what do you think she was yelling?,*CHI:	don't  don't see Puddy.,*MOT:	I don't see Puddy that's right.,*MOT:	and there she went running along the street until she came to .,*CHI:	Happy.,*MOT:	what's &ha  who's Happy?,*CHI:	that's Happy.,*MOT:	do you know what Happy is?,*MOT:	can you tell by what he's wearing what he might be?,*CHI:	a hat.,1
I think it would taste better than money .,martin_mothertoy.cha,2456,know,think,think,declarative,declarative,1,2.336,martin,mother,*MOT:	do you wanna cook my soup for me?,*MOT:	here.,*MOT:	can you cook it?,*MOT:	this is the stove.,*MOT:	can you cook it on the stove?,*MOT:	are you gonna cook money?,*CHI:	I'm making money.,*MOT:	what?,*MOT:	cooking money?,*MOT:	I think I'll cook soup.,*MOT:	I think it would taste better than money.,*CHI:	xxx.,*MOT:	which is your favorite toy of all these toys?,1
so far I think everything that you've been doing has been using the screw+driver .,john_mothertoy.cha,650,know,think,think,declarative,declarative,1,2.258,john,mother,*CHI:	xxx.,*MOT:	[laughs].,*CHI:	[laughs say].,*CHI:	 number seven.,*MOT:	okay [laughs].,*MOT:	number eight [laughs].,*CHI:	[laughs xxx][laughs].,*MOT:	number seven.,*MOT:	what's next?,*MOT:	there's the spare tire in here.,*MOT:	so far I think everything that you've been doing has been using the screwdriver.,*CHI: [Laughs].,*MOT:	all the [laughs].,1
"I think it was the one that [//] was the one we had on , at eighteen eighty one creeping .",katie_dinner.cha,933,know,think,think,declarative,declarative,1,2.331,katie,dinner,"*AUN:	oh, how did the Bruins hockey xxx doing in the half . whatcha",*MOT:	[laughs].,*AUN:	periods?,*MOT:	what'd he think of the place?,*AUN:	thought it was very nice.,"*MOT:	he'd never been here, had he?",*AUN:	I don't believe so.,*MOT:	no?,*CHI:	xxx.,*MOT:	I'm trying to think the last party he got asked to .,"*MOT:	I think it was the one that  was the one we had on, at eighteen eighty one creeping.",*FAT:	was he there?,*AUN:	no.,1
I think we're done .,bobby_mothertoy.cha,2253,know,think,think,declarative,declarative,1,2.103,bobby,mother,*MOT:	think they were playing make believe?,*CHI:	yeah.,*MOT:	yeah.,*MOT:	who were they making be a baby?,*CHI:	&um him.,*MOT:	him.,*MOT:	right.,*MOT:	at the end him.,*MOT:	who were they making be a baby in the beginning?,*MOT:	who is that?,*MOT:	I think we're done.,*INV:	hi.,*MOT:	hi.,1
I think we forgot xxx .,laurel_mothertoy.cha,673,know,think,think,declarative,declarative,1,2.124,laurel,mother,*MOT:	this's a screw.,*MOT:	okay?,*MOT:	put that in there.,*MOT:	and can you push it in with the screwdriver?,*MOT:	or with your hands if you want?,*MOT:	oh.,*MOT:	that went in easy.,*CHI:	xxx.,*CHI:	xxx .,"*MOT:	you know what I think  we forgot, Laurie?",*MOT:	I think we forgot xxx.,*MOT:	I don't know where this goes.,*MOT:	do you remember where it goes?,1
I think they're [/] they're just like pretend ones .,laurel_mothertoy.cha,1837,know,think,think,declarative,declarative,1,2.165,laurel,mother,*MOT:	what else do you see?,*MOT:	sugar.,*MOT:	could I have some eggs?,*CHI:	where?,*MOT:	I think they are over there.,*MOT:	the cookies.,*CHI:	there xxx.,*MOT:	thank_you.,*CHI:	let's see what's in there.,*CHI:	xxx.,*MOT:	I think they're  they're just like pretend ones.,*MOT:	there  there's nothing really in these.,"*MOT:	it's just a playroom, okay?",1
I think one time in my office you did .,victor_fathertoy.cha,1991,know,think,think,declarative,declarative,1,2.384,victor,father,*FAT:	can you see?,*CHI:	yeah.,*FAT:	where does it go?,*FAT:	in a cup?,*CHI:	yeah.,*FAT:	you drink it.,*CHI:	yeah.,*FAT:	yes.,*FAT:	did you ever drink tea?,*CHI:	no.,*FAT:	I think one time in my office you did.,*FAT:	you liked it .,*CHI:	what  what?,1
and I think that's about as good as any .,wanda_dinner.cha,697,know,think,think,declarative,declarative,1,2.449,wanda,dinner,*SIS:	don't go.,*SIS:	don't go.,*CHI:	and she had to xxx .,*SIS:	don't  .,*MOT:	what about Joey?,*CHI:	xxx.,*MOT:	we're going to invite Joe to the birthday party for Wanda's guest,*FAT:	Clifford .,*FAT:	have you made a final list yet?,*MOT:	I was looking at that list the other night.,*MOT:	and I think that's about as good as any.,*CHI:	okay !,*MOT:	xxx.,1
cause last time I thought they were good .,martin_dinner.cha,4649,knew,thought,think,declarative,declarative,1,2.202,martin,dinner,*CHI:	xxx.,*CHI:	xxx.,*FAT:	it's a very sensible system.,*CHI:	I  I wan wie  on my hand.,*FAT:	what happened to that towel I gave you?,*MOT:	here it is.,*MOT:	I don't like these cupcakes.,*MOT:	do  you?,"*FAT:	I  I'm not fond of them either, no.",*FAT:	why'd you buy them?,*MOT:	cause last time I thought they were good.,"*FAT:	yeah, I like those.",*MOT:	xxx.,1
I think I would like a [/] a dozen eggs .,andy_fathertoy.cha,1571,know,think,think,declarative,declarative,1,2.299,andy,father,"*CHI:	hey Dad, this goes up. ","*CHI:	Dad, the ten goes up. ",*FAT:	it does? ,"*CHI:	yeah, look. ",*FAT:	look at that. ,*FAT:	yeah. ,*CHI:	maybe . two goes up. ,*FAT:	so   . ,*CHI:	pretending  you were buying something. ,*FAT:	yeah. ,*FAT:	I think I would like a  a dozen eggs. ,*FAT:	will you sell me some eggs? ,*FAT:	ya have any eggs? ,1
I think this comes up .,martin_fathertoy.cha,258,know,think,think,declarative,declarative,1,2.157,martin,father,*FAT:	maybe .,*CHI:	xxx .,*FAT:	maybe that's a jack Daddy's gonna have_to go home now remember,*FAT:	an the tire went pishooh@o.,*FAT:	and I'm gonna have_to take the car and I'm gonna have_to go .,*FAT:	 zjroop@o.,"*FAT:	and I'm gonna have_to “zjroop@o”, take off the wheel and put on a",*FAT:	wanna  watch me do that?,*CHI:	I'm gonna wide in my car.,*FAT:	and then Mommy's car'll be all fixed.,*FAT:	I think this comes up.,*FAT:	do you wanna see what's under there?,*FAT:	what's under there?,1
I think Usher approves of the apple .,patricia_dinner.cha,2238,know,think,think,declarative,declarative,1,2.128,patricia,dinner,"*MOT:	I'll show you, okay?",*MOT:	good?,*CHI:	I like this apple.,*FAT:	she starts with childbirth class.,*MOT:	xxx.,*FAT:	tonight.,"*FAT:	oh, boy !",*FAT:	somebody got a new apple.,*MOT:	mhm.,*CHI:	&hmm.,*MOT:	I think Usher approves of the apple.,*FAT:	Ush should approve of the apple.,*FAT:	he ate some of it in the store.,1
I think that's pretty tight .,helen_fathertoy.cha,1242,know,think,think,declarative,declarative,1,2.246,helen,father,*FAT:	I guess so.,*CHI:	why is Sarah in the other room?,*CHI:	she can't come in here.,*FAT:	xxx okay turn it  turn it with your fingers a couple of times,*FAT:	and then you use the screwdriver.,*FAT:	ya got it?,*FAT:	oop.,*FAT:	the other way.,*CHI:	the other way again?,*FAT:	that's right.,*FAT:	I think that's pretty tight.,*FAT:	whoop  !,*CHI:	where's  the other wheel?,1
"well , I think that'll do it .",xavia_fathertoy.cha,591,know,think,think,declarative,declarative,1,2.439,xavia,father,*CHI:	&er here.,*CHI:	xxx and  cookies?,*CHI:	I don't know: that's how they make the frosting on them.,"*FAT:	&ah, yeah?",*CHI:	mhm.,*FAT:	mhm?,"*CHI:	and they make the, &um, top . out_of chocolate.",*FAT:	oh.,*FAT:	I: see.,*FAT:	. huh.,"*FAT:	well, I think that'll do it.",*CHI:	okay.,*CHI:	hafta pay.,1
I think we probably will <to get Dad's supper ready> [>] .,katie_mothertoy.cha,2514,know,think,think,declarative,declarative,1,2.115,katie,mother,*MOT:	what do you say to Lise?,*MOT:	what do  you say?,*CHI:	what ?,*CHI:	thank_you.,"*INV:	you're very welcome, Katie .",*MOT:	thank_you for my present that  I don't wanna take home.,*CHI:	but I'm not take home.,*INV:	okay you can   you can play a little longer or if you wanna,*INV:	okay.,*MOT:	okay.,*MOT:	I think we probably will to get Dad's supper ready .,"*INV:	bye bye, Katie  .",*CHI:	bye .,1
do you think the store needs some fixing ?,ursula_fathertoy.cha,3348,know,think,think,interrogative,declarative,2,5.073,ursula,father,*CHI:	cause this is where all your moneys and cents.,*CHI:	I'll put them in here so they don't +/.,*FAT:	and then what  . then what're you gonna do?,*CHI:	no.,*CHI:	I'm not gonna put them back until later you can't come back here.,*CHI:	they're fixing the store.,*FAT:	they're fixing the store?,*FAT:	oh I see .,*CHI:	yeah .,*CHI:	you wanna fix the car for me?,*FAT:	do you think the store needs some fixing?,*CHI:	yeah.,*FAT:	is that like Store name ?,1
do you think he'll be home later ?,katie_mothertoy.cha,610,know,think,think,interrogative,declarative,2,5.105,katie,mother,*CHI:	tummy's hurt.,*MOT:	your tummy hurts?,*CHI:	yeah.,"*MOT:	you still don't feel well, do you?",*CHI:	I still don't feel well.,*MOT:	did you have medicine today?,*CHI:	I did.,*MOT:	was Daddy home when you left?,*MOT:	no.,*CHI:	Daddy's not home.,*MOT:	do you think he'll be home later?,*CHI:	yeah.,*MOT:	where's Louise?,1
do you think she's gonna bring em into her house ?,laurel_mothertoy.cha,1580,know,think,think,interrogative,declarative,2,5.086,laurel,mother,*MOT:	and the policeman fell on the ground.,*MOT:	well.,*MOT:	look what happened.,*MOT:	poor policeman hurt himself.,*MOT:	he has a little cane he's walking on.,*MOT:	and the little boy got into the carriage.,*MOT:	and the cat is walking behind him.,*MOT:	well.,*MOT:	I guess the little girl's gonna bring em all home.,*MOT:	let's see.,*MOT:	do you think she's gonna bring em into her house?,*CHI:	no.,*MOT:	oh.,1
you think I have enough ?,ursula_mothertoy.cha,1107,know,think,think,interrogative,declarative,2,5.024,ursula,mother,*MOT:	we can always use that .,*CHI:	and here's  some milk.,"*MOT:	milk, huh?",*CHI:	some more kinds of milk.,*MOT:	okay.,*CHI:	you get xxx.,"*MOT:	gee that's gonna be awfully expensive, isn't it?",*CHI:	no: xxx.,*MOT:	is it gonna cost lots_of money?,*CHI:	well it cost a_lot_of money but .,*MOT:	you think I have enough?,*CHI:	well maybe.,*CHI:	I hafta get some more . that's all: money.,1
do you think there are any raisins in this supermarket that we could (.) put into the cookies ?,nanette_mothertoy.cha,2253,know,think,think,interrogative,declarative,2,5.072,nanette,mother,*MOT:	this .,*MOT:	&mm.,*MOT:	tastes much better with the strawberry in it.,*MOT:	what do you think?,*MOT:	does it need a little more?,*CHI:	thank_you.,*MOT:	and here's a cookie.,*MOT:	I  I think  I think I like the ones I make better.,*MOT:	cause ours has raisins  ours have raisins in em,*MOT:	maybe we can find some raisins in .,*MOT:	do you think there are any raisins in this supermarket that we could . put into the cookies?,*CHI:	yeah.,*CHI:	knife.,1
ya think we could do that ?,william_mothertoy.cha,1904,know,think,think,interrogative,declarative,2,5.028,william,mother,*INV:	I have a little present for you.,"*INV:	Willie, I have a little present for you for coming today.",*CHI:	what's zat ?,*INV:	that's bubbles.,*INV:	have you ever blown bubbles?,"*MOT:	no, he hasn't.",*MOT:	but he'll love it.,*INV:	it's fun to watch too.,*MOT:	ya wanna try it now?,*CHI:	yeah xxx.,*MOT:	ya think we could do that?,*CHI:	yeah.,*INV:	would you like to see?,1
you think she's in there ?,richard_fathertoy.cha,1988,know,think,think,interrogative,declarative,2,5.019,richard,father,*FAT:	someone ripped it.,*CHI:	someone  somebody ripped it.,*FAT:	yeah.,*CHI:	let me see xxx.,*CHI:	where's a lady?,*FAT:	I dunno .,*FAT:	I don't see any lady.,*CHI:	the lady's probably in there.,*FAT:	you think so?,*CHI:	yeah.,*FAT:	you think she's in there?,*CHI:	yeah.,"*CHI:	okay, good.",1
you think there might be some money in there ?,laurel_mothertoy.cha,1744,know,think,think,interrogative,declarative,2,5.01,laurel,mother,*MOT:	this is a little store.,*MOT:	you know when I go to the store?,*MOT:	I buy food.,*MOT:	and then the lady rings it all up on the cash register.,*CHI:	yeah.,*MOT:	would you like  would you like for me to buy food?,*CHI:	you play xxx.,*CHI:	xxx put this xxx.,*MOT:	I wonder if they have some money to play with.,*MOT:	you think so?,*MOT:	you think there might be some money in there?,*CHI:	yeah.,*MOT:	how do we open this?,1
you think I could take some of this ?,isadora_mothertoy.cha,129,know,think,think,interrogative,declarative,2,5.025,isadora,mother,*CHI:	cash register.,*MOT:	that's right.,*MOT:	okay.,*MOT:	why don't I buy some things from you?,*MOT:	and then you can tell me how much they cost by ringing them up on,*MOT:	okay?,*MOT:	and look.,*MOT:	you even have money down there.,*MOT:	look at the money.,*MOT:	a dollar and two dollars and ten dollars.,*MOT:	you think I could take some of this?,*MOT:	okay?,*MOT:	do you have_to go to the bathroom?,1
do you think that's lemonade in there for everybody ?,isadora_mothertoy.cha,3028,know,think,think,interrogative,declarative,2,5.077,isadora,mother,*MOT:	and look at the little boy.,*MOT:	and the kitty.,*MOT:	and the lady's home.,*MOT:	I wonder if that's the lady's little boy.,*MOT:	I don't know.,*MOT:	and: now she's coming out pretending she's a nurse.,*MOT:	why's she being a nurse?,*MOT:	did we miss something in here?,*MOT:	and she's bringing out tea or lemon .,*MOT:	what do you think?,*MOT:	do you think that's lemonade in there for everybody?,*MOT:	gonna have a little party cause they found the kitty.,*MOT:	huh?,1
do you think it would be (.) hot cocoa if it were very cold ?,nanette_dinner.cha,2272,know,think,think,interrogative,declarative,2,5.097,nanette,dinner,*MOT:	Nanette ...,*FAT:	cmon.,*MOT:	have you finished eating?,*MOT:	do you want anymore of your supper?,*MOT:	would you  like your dessert?,*CHI:	I wan   .,*MOT:	let's see if you can guess what the dessert is.,*MOT:	what would be cold that we might have for dessert?,*MOT:	very cold.,*MOT:	what do you think it could be?,*MOT:	do you think it would be . hot cocoa if it were very cold?,*FAT:	&um.,*FAT:	what's your fa  where's   .,1
do you think you know how ?,ursula_mothertoy.cha,717,know,think,think,interrogative,declarative,2,5.043,ursula,mother,*CHI:	I'm all done now.,*MOT:	oh you're all done?,*MOT:	you're not .,*CHI:	now can you   .,*MOT:	are you gonna put it back together again?,*CHI:	yeah.,*MOT:	wow.,*CHI:	can you help me?,*MOT:	can you do that really?,*CHI:	no.,*MOT:	do you think you know how?,*MOT:	I don't  I don't even know if I do.,"*CHI:	no, no !",1
is that really or do you think it's two little kids playing make believe .,bobby_mothertoy.cha,1693,know,think,think,interrogative,declarative,2,5.091,bobby,mother,*CHI:	&um xxx.,*MOT:	and what is she doing?,*CHI:	&um I  I don't know.,*MOT:	does it look like she's screaming?,*CHI:	yeah.,"*MOT:	alright, can the  does the kitty cat see her?",*CHI:	uhhuh.,"*MOT:	okay, now, what's happening over here?",*MOT:	who's that?,*CHI:	policeman.,*MOT:	is that really or do you think it's two little kids playing make believe.,*CHI:	two little kids making believe.,*MOT:	yeah.,1
do ya think they're ever gonna catch that pussycat ?,susan_fathertoy.cha,761,know,think,think,interrogative,declarative,2,5.11,susan,father,*CHI:	why?,*FAT:	tsk.,"*FAT:	well, I bet they  they didn't do it on purpose.",*FAT:	I can tell you that.,*FAT:	it was an accident.,*FAT:	they're gonna be all wet now.,*FAT:	and the pussycat takes advantage of that moment to go back in the,*FAT:	and phoom@o !,*FAT:	to start running through.,*FAT:	“there he goes” she says.,*FAT:	do ya think they're ever gonna catch that pussycat?,*CHI:	&mm.,*FAT:	in she goes.,1
or do you think they're going to get stuck in the middle ?,wanda_mothertoy.cha,2529,know,think,think,interrogative,declarative,2,5.063,wanda,mother,"*MOT:	and they go to chase the cat, and the little girl .",*MOT:	look at that [laughs].,"*MOT:	was standing on the policeman's coat, so the policeman fell down.",*MOT:	and off goes the cat and the boy who's pretending to be the cowboy,"*MOT:	okay, and they go to chase the cat he says .",*MOT:	 you're not going to get me here.,*MOT:	and the cat goes into a great big pipe on the ground.,*MOT:	and the cat is looking out the end of the pipe.,*MOT:	and all the kids are crawling through.,*MOT:	you think they're going to make it through?,*MOT:	or do you think they're going to get stuck in the middle?,*CHI:	I don't know.,*MOT:	I don't know either.,1
