matched_term,file_name,match_line_number,know_option,think_option,verb,force,comp,subj,unique_id,child,interaction,context_pre_1,context_pre_2,context_pre_3,context_pre_4,context_pre_5,context_pre_6,context_pre_7,context_pre_8,context_pre_9,context_pre_10,matched_line,context_post_1,context_post_2,Sample_Set
do you know what this is called ?,martin_mothertoy.cha,1054,know,think,know,interrogative,interrogative,2,6.22,martin,mother,*MOT:	can you put the screwdriver back?,*MOT:	and the wrench?,*CHI:	no: I don't.,*MOT:	you don't?,"*MOT:	okay, well, I'll just read the book, okay?",*CHI:	I wanna  I wanna xxx.,*MOT:	okay can you read me  tell me what this is about?,*MOT:	what's that lady doing?,*CHI:	why?,*MOT:	why?,*MOT:	do you know what this is called?,*CHI:	what?,*MOT:	is a baby an taking the kitty for a ride in the baby carriage,4111
you know how it works ?,isadora_mothertoy.cha,3231,know,think,know,interrogative,interrogative,2,6.177,isadora,mother,*INV:	you can do that.,*CHI:	xxx.,*MOT:	you wanna do that for a minute?,*INV:	hi.,*INV:	I brought you a present.,*INV:	you know what that is ?,*MOT:	oh look what you have .,*MOT:	what do you say?,*MOT:	what do you say?,*CHI:	thank_you.,*MOT:	you know how it works?,*INV:	oh.,*INV:	you do I think.,4111
you know how many there are ?,wanda_mothertoy.cha,624,know,think,know,interrogative,interrogative,2,6.176,wanda,mother,"*CHI:	okay, xxx what .",*MOT:	&hmm?,*MOT:	something in the trunk too.,"*MOT:	oh, look what the trunk has in it.",*MOT:	a spare tire.,*MOT:	that's like in our car we have a spare tire in_case we get a flat,*MOT:	so_that  has_to be taken apart too.,*CHI:	xxx .,*CHI:	we have the last tire here.,*MOT:	mhm.,*MOT:	you know how many there are?,*MOT:	or do you have_to count them?,"*CHI:	one, two, three, four, five.",4111
and know what he grew on his farm ?,john_dinner.cha,1605,know,think,know,interrogative,interrogative,2,6.31,john,dinner,*SIS:	I'd vote on Carter +/.,*CHI:	I: would vote Jimmy Carter .,*SIS:	xxx .,*MOT:	xxx.,"*MOT:	when we went to vote, remember +/?",*FAT:	do you know what Carter was before?,*CHI:	what?,*FAT:	he was a farmer.,*MOT:	this is terrible.,*MOT:	I mean +/.,*FAT:	and know what he grew on his farm?,*CHI:	what?,*FAT:	guess.,4111
you know what we can do ?,katie_fathertoy.cha,1547,know,think,know,interrogative,interrogative,2,6.111,katie,father,*FAT:	let's see.,*CHI:	don't.,*CHI:	don't: don't.,*CHI:	this goes in the trunk.,*CHI:	stop going back in the trunk.,*CHI:	this goes in back de  trunk.,*CHI:	what's this?,*CHI:	xxx and this is  is go right here in the trunk,*FAT:	what do you hear?,*FAT:	do you hear  hear the cars going by on the street?,*FAT:	you know what we can do?,*FAT:	let's  let's take the motor out_of the car.,*FAT:	let's take the motor out here.,4111
you know what that is ?,wanda_mothertoy.cha,1266,know,think,know,interrogative,interrogative,2,6.154,wanda,mother,*MOT:	coffee.,*CHI:	this looks like there's a  a real mustard in it.,*MOT:	it does look like there's real mustard in there.,*MOT:	I think there is.,*CHI:	yeah.,*MOT:	I think this is all real stuff.,*CHI:	xxx.,*MOT:	is that empty?,*CHI:	yeah.,*MOT:	yeah.,*MOT:	you know what that is?,*CHI:	hunhunh.,*MOT:	you wouldn't know.,4111
"+"" yes do you know what color my tongue is ?",susan_mothertoy.cha,2481,know,think,know,interrogative,interrogative,2,6.29,susan,mother,*INV:	I brought you a present.,*MOT:	[laughs oh gee][laughs]!,*INV:	because you were so nice to come.,*MOT:	&ah look at this.,*MOT:	I'm gonna need two hands.,*MOT:	 hi.,*CHI:	hi [laughs].,*INV:	[laughs].,*MOT:	 how are you?,*CHI:	xxx.,*MOT:	 yes do you know what color my tongue is?,*CHI:	it's orange.,*MOT:	 yes just like my beak.,4111
do you know what this is Chuck ?,charlie_mothertoy.cha,210,know,think,know,interrogative,interrogative,2,6.213,charlie,mother,*CHI:	more cookies:.,*MOT:	more cookies [laughs].,*MOT:	and do you know what this is supposed to be?,*CHI:	what?,*MOT:	this is supposed to be bottles of milk.,*MOT:	does that look like milk to.,*CHI:	xxx .,*MOT:	you?,*CHI:	and what about the other things?,*MOT:	you don't wanna do any more of this?,*MOT:	do you know what this is Chuck?,*MOT:	Chuck?,*CHI:	what?,4111
"ya know what we're gonna have for dinner (..) I mean , for dessert ?",martin_dinner.cha,3398,know,think,know,interrogative,interrogative,2,6.061,martin,dinner,*CHI:	buzz !,*CHI:	you open the buzz.,*MOT:	buzz?,*MOT:	what's buzz?,"*MOT:	drawers, you mean?",*CHI:	yeah.,*CHI:	xxx.,*CHI:	drawers are open.,*MOT:	are you talking to somebody?,*CHI:	yeah.,"*MOT:	ya know what we're gonna have for dinner .. I mean, for dessert?",*MOT:	cupcakes .,*CHI:	yeah .,4111
I think this is money here .,olivia_mothertoy.cha,1276,know,think,think,declarative,declarative,1,2.146,olivia,mother,*MOT:	and some sugar.,*CHI:	xxx.,*MOT:	and this .,*MOT:	I'd like a box of soup.,*MOT:	alright?,*MOT:	that'll be enough now for the moment please.,*MOT:	how much is that?,*CHI:	fifty five cents.,*MOT:	okay.,*MOT:	here's the money.,*MOT:	I think this is money here.,*MOT:	xxx this is money.,*MOT:	look.,4111
I think I'd rather play with the truck for awhile .,xavia_fathertoy.cha,1473,know,think,think,declarative,declarative,1,2.304,xavia,father,*FAT:	&um.,*CHI:	one more . coffee bag.,*CHI:	could you put those away ?,*FAT:	yes  I can I'll stop playing and put em away.,"*CHI:	there's . now, whatever you buy whatever you get.",*FAT:	whatever I .,*FAT:	I see.,"*CHI:	no, Daddy, you put the things in there when you buy them.","*FAT:	well, you know what I think?",*CHI:	what?,*FAT:	I think I'd rather play with the truck for awhile.,*CHI:	okay.,*CHI:	then  we'll play with the store for a little more.,4111
I think you forgot sumpin [: something] .,bobby_fathertoy.cha,1015,know,think,think,declarative,declarative,1,2.075,bobby,father,*FAT:	no it isn't. ,*FAT:	what else do ya drink? ,*CHI:	tea? ,*FAT:	coffee. ,*CHI:	it's coffee. ,*FAT:	&hmm? ,*CHI:	coffee. ,*CHI:	xxx. ,*FAT:	ya wanna sit up. ,*FAT:	ya hafta do it slow like I told ya so it could stick up. ,*FAT:	I think you forgot sumpin . ,*FAT:	that goes back in the piles. ,*CHI:	this one here goes right there . ,4111
that kitty thinks it's awfully funny that they're falling in the water .,david_mothertoy.cha,2784,knows,thinks,think,declarative,declarative,3,2.008,david,mother,*MOT:	all their clothes are gonna get muddy.,*MOT:	huh?,*CHI:	yeah.,*CHI:	yeah.,*MOT:	have you ever gone in the water with all your clothes on like that,*CHI:	hunhunh.,*MOT:	that would be funny.,"*CHI:	Mom, you could  you could do it with your underpants on.",*MOT:	yeah.,*MOT:	that's true.,*MOT:	that kitty thinks it's awfully funny that they're falling in the water.,*MOT:	huh?,*MOT:	okay.,4111
oh okay I think it's fine +...,susan_mothertoy.cha,1671,know,think,think,declarative,declarative,1,2.353,susan,mother,*CHI:	okay here .,*MOT:	thank_you .,*CHI:	and what else?,*CHI:	some of this?,*CHI:	that's oatmeal.,*MOT:	is that oatmeal?,*CHI:	yes.,*MOT:	oh that should be very tasty.,*CHI:	and . this is for sandwiches.,*CHI:	and this: is: . &r  and this is .,*MOT:	oh okay I think it's fine .,"*MOT:	I would like to read you a story, can I read you a story?",*CHI:	oh no.,4111
I think he needs a hand .,patricia_dinner.cha,124,know,think,think,declarative,declarative,1,2.261,patricia,dinner,"*FAT:	look, Patricia.",*FAT:	look how the hatch flattened down Usher's hair.,*CHI:	yeah .,*MOT:	yeah .,*FAT:	doesn't his hair look different?,*MOT:	[laughs Patricia's too busy eating even to  get her to talk],*FAT:	she's eating .,*FAT:	yeah .,*FAT:	what is it?,*FAT:	a forty five minute tape?,*MOT:	I think he needs a hand.,*FAT:	you like broccoli?,*FAT:	I think he needs a fork more than  a hand.,4111
"well , because they thought that we (.) might like to play with these things .",helen_mothertoy.cha,380,knew,thought,think,declarative,declarative,3,2.019,helen,mother,*MOT:	can you put the spare tire on?,*CHI:	but I gotta change the other one.,"*MOT:	well why don't you do one at a time, . okay?",*CHI:	is it .,*CHI:	why can xxx .,*MOT:	take it .,*MOT:	can you take the tire out_of there?,*CHI:	&d do ya need the screwdriver again?,*MOT:	okay.,*CHI:	why just you and me in this room.,"*MOT:	well, because they thought that we . might like to play with these things.",*CHI:	is it .,*CHI:	why I cann't bring it home?,4111
and I think it's going to turn out that he knows better than the rest of them how to do this .,charlie_fathertoy.cha,2579,know,think,think,declarative,declarative,1,2.354,charlie,father,*FAT:	&uh oh. ,*FAT:	I see trouble. ,*FAT:	cause you see what's happening here? ,*CHI:	&hmm? ,"*FAT:	all these guys, the policeman and the lady are going in this end",*FAT:	and if it comes out the other end then they're going to fall into,*FAT:	and the cat's sitting up here and the cat's going to laugh. ,*CHI:	and  and  and he's sitting up there. ,*FAT:	&ah that's right. ,*FAT:	he's Batman. ,*FAT:	and I think it's going to turn out that he knows better than the rest of them how to do this. ,*FAT:	what do you think? ,*CHI:	yeah. ,4111
I think she went outside .,ursula_fathertoy.cha,3527,know,think,think,declarative,declarative,1,2.394,ursula,father,*CHI:	keep trying.,*CHI:	let's go back to fixing this.,*CHI:	an if you can't get the screw out this out.,*CHI:	I can't xxx this doesn't work.,*CHI:	where's the lady?,"*FAT:	which lady, hon?",*CHI:	what?,*CHI:	&um Janet.,*FAT:	where is she?,*CHI:	yeah.,*FAT:	I think she went outside.,*FAT:	she'll be back later.,*FAT:	she'll come back and see use I'm sure.,4111
I think I would like a [/] a dozen eggs .,andy_fathertoy.cha,1571,know,think,think,declarative,declarative,1,2.299,andy,father,"*CHI:	hey Dad, this goes up. ","*CHI:	Dad, the ten goes up. ",*FAT:	it does? ,"*CHI:	yeah, look. ",*FAT:	look at that. ,*FAT:	yeah. ,*CHI:	maybe . two goes up. ,*FAT:	so   . ,*CHI:	pretending  you were buying something. ,*FAT:	yeah. ,*FAT:	I think I would like a  a dozen eggs. ,*FAT:	will you sell me some eggs? ,*FAT:	ya have any eggs? ,4111
"no , I think that's real .",helen_mothertoy.cha,2281,know,think,think,declarative,declarative,1,2.245,helen,mother,*CHI:	here's the coffee.,"*MOT:	well, that's coffee creamer.",*CHI:	is this a toy?,"*MOT:	no, it's real.",*CHI:	is this a toy?,"*MOT:	no, that's real.",*CHI:	but are these toys?,*MOT:	yeah.,*CHI:	is it not a real?,*CHI:	is this a toy?,"*MOT:	no, I think that's real.",*CHI:	that's a toy?,*CHI:	those  triangles?,4111
I think we put the [>] &um tires .,patricia_mothertoy.cha,698,know,think,think,declarative,declarative,1,2.114,patricia,mother,"*MOT:	here, where does it go?",*MOT:	there're two of them.,*MOT:	we have_to do two.,*MOT:	show me where it goes.,*CHI:	Emma?,*MOT:	what?,*CHI:	you do these.,*CHI:	and I'll do this.,*MOT:	what're you gonna do?,*MOT:	well.,*MOT:	I think we put the  &um tires.,*CHI:	I will do:  .. do this .,*MOT:	on before you do that.,4111
"well , I think that'll do it .",xavia_fathertoy.cha,591,know,think,think,declarative,declarative,1,2.439,xavia,father,*CHI:	&er here.,*CHI:	xxx and  cookies?,*CHI:	I don't know: that's how they make the frosting on them.,"*FAT:	&ah, yeah?",*CHI:	mhm.,*FAT:	mhm?,"*CHI:	and they make the, &um, top . out_of chocolate.",*FAT:	oh.,*FAT:	I: see.,*FAT:	. huh.,"*FAT:	well, I think that'll do it.",*CHI:	okay.,*CHI:	hafta pay.,4111
I think that might be +...,ursula_mothertoy.cha,3547,know,think,think,declarative,declarative,1,2.418,ursula,mother,*MOT:	what's that go to ?,*CHI:	okay .,*CHI:	where's this go ?,*CHI:	this way?,*MOT:	yeah.,*CHI:	does it?,*MOT:	I think so.,*MOT:	&mm: I'm not sure what might .,*MOT:	&uh I think this .,*CHI:	no no no no no.,*MOT:	I think that might be .,*MOT:	I think.,"*MOT:	just turn  it, I think.",4111
I think that (.) this is supposed to be where the pollen (.) is .,susan_dinner.cha,1501,know,think,think,declarative,declarative,1,2.425,susan,dinner,*CHI:	smell .,*MOT:	said  Andrea it's already . enrolled for next year.,"*CHI:	&wh  Mommy, what are these?",*CHI:	what are these all around it?,*MOT:	&um.,*FAT:	petals.,*MOT:	petals.,"*CHI:	well, why do they have petals?",*MOT:	&mm.,*MOT:	why does a flower: xxx.,*MOT:	I think that . this is supposed to be where the pollen . is.,*MOT:	and the petals are pretty colors that attract bees so they'll come,*CHI:	how can bees make honey in this kind of flower?,4111
oh do you think little Miss Muffett's near by ?,susan_mothertoy.cha,926,know,think,think,interrogative,declarative,2,5.09,susan,mother,*CHI:	and something to eat?,*MOT:	yes.,*MOT:	I hear you're a very good cook.,*CHI:	see I'll cook you a .,*MOT:	what are you going to make for me?,*CHI:	I'm gonna make some  I'm gonna make .,*CHI:	oh a spider.,*MOT:	where do you see a spider?,*CHI:	right there.,*MOT:	oh yes.,*MOT:	oh do you think little Miss Muffett's near by?,*CHI:	yeah.,*MOT:	he's a friendly spider.,4111
<do you> [<] think it's cake ?,nanette_dinner.cha,2039,know,think,think,interrogative,declarative,2,5.095,nanette,dinner,*JAN:	but no thanks.,*MOT:	xxx.,*CHI:	no .,*MOT:	want  to see if you can  do  guess what the dessert is,"*CHI:	oh, no.",*MOT:	let's see.,*MOT:	I bet you can't guess it let's try it .,*CHI:	no:   .,*MOT:	do you  think it's cookies?,*CHI:	no .,*MOT:	do you  think it's cake?,*CHI:	no  yeah .,*MOT:	no  .,4111
do you think there's any chance that she'll try the car again ?,ursula_mothertoy.cha,2846,know,think,think,interrogative,declarative,2,5.07,ursula,mother,"*CHI:	no, candy I meant.",*CHI:	it's good.,*MOT:	yick.,*CHI:	what?,*MOT:	sounds awful.,*MOT:	vanilla wafers in the soup?,*CHI:	no.,*CHI:	I said this to wash clothes.,*MOT:	no that's to wash the floor with.,*MOT:	that's to wash the floor.,*INV:	do you think there's any chance that she'll try the car again?,*MOT:	yeah.,"*INV:	if  if not, it's no  it's no problem but .",4111
do you think you can use that ?,helen_mothertoy.cha,183,know,think,think,interrogative,declarative,2,5.049,helen,mother,*MOT:	try that try that .,*CHI:	what're you gonna do ?,*MOT:	see if that will take anything off.,*MOT:	oh what's in there?,*CHI:	another wheel.,*MOT:	yeah.,"*MOT:	that's a spare tire, huh?",*MOT:	you know what?,*MOT:	let me see.,*MOT:	here's a screwdriver.,*MOT:	do you think you can use that?,*CHI:	for what?,*MOT:	to take the car apart?,4111
you think it's over there ?,ursula_fathertoy.cha,2062,know,think,think,interrogative,declarative,2,5.02,ursula,father,*CHI:	is it under here?,*FAT:	I don't know.,*FAT:	is it?,*FAT:	what do you think?,*FAT:	is it under there?,*FAT:	no:?,*FAT:	you don't think so?,*CHI:	it may be in here.,*FAT:	in where?,*FAT:	I: don't know.,*FAT:	you think it's over there?,*CHI:	no.,*CHI:	I think   .,4111
do you think you might like to try the book again ?,frank_fathertoy.cha,1905,know,think,think,interrogative,declarative,2,5.042,frank,father,*FAT:	what are those?,*CHI:	I don't know.,*CHI:	dishes?,*CHI:	how bout some  more food?,*CHI:	an cups an   .,*FAT:	how bout some  more food?,*CHI:	we have a new  new spoons and forks.,*FAT:	how bout some more food?,*INV:	hi.,*FAT:	hi.,*INV:	do you think you might like to try the book again?,*FAT:	he won't let me read the story.,*INV:	don't want to read the story book?,4111
you think there might be some money in there ?,laurel_mothertoy.cha,1744,know,think,think,interrogative,declarative,2,5.01,laurel,mother,*MOT:	this is a little store.,*MOT:	you know when I go to the store?,*MOT:	I buy food.,*MOT:	and then the lady rings it all up on the cash register.,*CHI:	yeah.,*MOT:	would you like  would you like for me to buy food?,*CHI:	you play xxx.,*CHI:	xxx put this xxx.,*MOT:	I wonder if they have some money to play with.,*MOT:	you think so?,*MOT:	you think there might be some money in there?,*CHI:	yeah.,*MOT:	how do we open this?,4111
ya think we'll ever get this back together ?,frank_mothertoy.cha,1398,know,think,think,interrogative,declarative,2,5.027,frank,mother,"*MOT:	oh, were there firemen there?",*CHI:	yeah.,*CHI:	and Andrea was afraid.,*MOT:	Andrea was afraid?,*CHI:	I don't know if we can put it.,*MOT:	&ah.,*CHI:	xxx.,*MOT:	[laughs what else is there to take apart]?,*MOT:	do you think we'll ever get this back together?,*MOT:	here could I use the screwdriver?,*MOT:	ya think we'll ever get this back together?,"*CHI:	oh, no way.",*MOT:	[laughs okay].,4111
do you think you could put those back in ?,katie_mothertoy.cha,566,know,think,think,interrogative,declarative,2,5.044,katie,mother,*MOT:	let me see if it comes off.,*MOT:	maybe it doesn't though I don't know.,"*MOT:	no, I don't think it comes off, Katie.",*MOT:	we'll have_to leave it in.,*CHI:	what's that?,*MOT:	that is the . tail light.,*CHI:	oh.,*MOT:	can you say tail light?,*CHI:	tail light.,*CHI:	xxx.,*MOT:	do you think you could put those back in?,*CHI:	what?,*MOT:	can you put them back in?,4111
you think this just turns too ?,isadora_mothertoy.cha,1415,know,think,think,interrogative,declarative,2,5.007,isadora,mother,*MOT:	see if you can turn that one.,*CHI:	it's hard.,*CHI:	I cann't do it.,*MOT:	there you go.,*MOT:	see?,*MOT:	you can do it.,*CHI:	[laughs yep].,*CHI:	see.,*MOT:	you know what else?,*MOT:	oh.,*MOT:	you think this just turns too?,*CHI:	yeah.,*CHI:	this comes out.,4111
"well , (.) , do you think she's surprised ?",victor_mothertoy.cha,2015,know,think,think,interrogative,declarative,2,5.085,victor,mother,*MOT:	she picks a flower . and .,*CHI:	what?,*MOT:	what happened?,*CHI:	what:?,*MOT:	do you know what happened to that cat?,*CHI:	yeah.,*MOT:	who's jumping out?,*CHI:	I don't know.,*MOT:	the cat.,*CHI:	yeah.,"*MOT:	well, ., do you think she's surprised?","*CHI:	huh, Mama?",*MOT:	is she surprised?,4111
you think they're going to make it through ?,wanda_mothertoy.cha,2524,know,think,think,interrogative,declarative,2,5.008,wanda,mother,"*MOT:	 come here kitty, kitty, kitty.","*MOT:	and they go to chase the cat, and the little girl .",*MOT:	look at that [laughs].,"*MOT:	was standing on the policeman's coat, so the policeman fell down.",*MOT:	and off goes the cat and the boy who's pretending to be the cowboy,"*MOT:	okay, and they go to chase the cat he says .",*MOT:	 you're not going to get me here.,*MOT:	and the cat goes into a great big pipe on the ground.,*MOT:	and the cat is looking out the end of the pipe.,*MOT:	and all the kids are crawling through.,*MOT:	you think they're going to make it through?,*MOT:	or do you think they're going to get stuck in the middle?,*CHI:	I don't know.,4111
"look it , do you think she's taking the baby for a walk ?",katie_mothertoy.cha,107,know,think,think,interrogative,declarative,2,5.084,katie,mother,"*MOT:	the man's taking a picture, but you don't have_to worry.",*CHI:	okay.,*MOT:	let's see what this is about.,*MOT:	The_great_cat_chase [gasp].,"*MOT:	what's she doing, Katie?",*MOT:	what is  she doing right there?,*CHI:	what ?,*CHI:	you ta  you talk.,*MOT:	you want me to talk [laughs]?,*MOT:	they want you to talk.,"*MOT:	look it, do you think she's taking the baby for a walk?",*CHI:	huh?,*MOT:	what is she doing?,4111
do you think he'll do it ?,william_fathertoy.cha,887,know,think,think,interrogative,declarative,2,5.103,william,father,*FAT:	she says .,"*FAT:	 oh, my_goodness !",*FAT:	 where's my cat?,*FAT:	that's what she says.,*FAT:	 my cat got away.,*FAT:	let's see what happens.,"*FAT:	oh so she runs over there, and she said, .","*FAT:	 oh, policeman, policeman . my cat ran away.",*FAT:	 can you save my cat?,*FAT:	so she's gonna ask him to help her find her cat.,*FAT:	do you think he'll do it?,*CHI:	&hmm.,*FAT:	yeah?,4111
do you think we should put this back together <again (.) alright [= alright] oh> [>] .,bobby_fathertoy.cha,3078,know,think,think,interrogative,declarative,2,5.057,bobby,father,*FAT:	we're all done. ,*FAT:	okay. ,"*INV:	hi, Bobby. ",*CHI:	hi. ,*FAT:	wanna hurry up and put it back together again. ,*CHI:	yeah. ,"*INV:	Bobby, thank_you very much for coming we have a present for you.",*FAT: [gasp what do you say]. ,*CHI:	thank_you. ,*INV:	you'll welcome. ,*FAT:	do you think we should put this back together again . alright  oh . ,*INV:	oh oh no leave it . ,*INV:	xxx Bobby  while we'll waiting you can hang around in here .,4111
