matched_term,file_name,match_line_number,know_option,think_option,verb,force,comp,subj,unique_id,child,interaction,context_pre_1,context_pre_2,context_pre_3,context_pre_4,context_pre_5,context_pre_6,context_pre_7,context_pre_8,context_pre_9,context_pre_10,matched_line,context_post_1,context_post_2,Sample_Set
let me show you xxx do you know what this is Richard ?,richard_mothertoy.cha,54,know,think,know,interrogative,interrogative,2,6.215,richard,mother,*CHI:	this .,*MOT:	there's a book.,*MOT:	do you want me to read you a story?,*MOT:	do you want me to read you a story?,*CHI:	I wanna take a picture of that.,"*MOT:	no, no.","*MOT:	that's not a picture, Richard.",*MOT:	that's not for you.,*MOT:	okay?,*MOT:	that's not a toy for you.,*MOT:	let me show you xxx do you know what this is Richard?,*CHI:	yeah.,*MOT:	this is a car.,1989
do you know where they went ?,nanette_mothertoy.cha,335,know,think,know,interrogative,interrogative,2,6.195,nanette,mother,*CHI:	Sandy Mandy.,*CHI:	so Sandy Mandy went went byebye in his xxx.,*MOT:	mhm.,*CHI:	a girl and a boy.,*CHI:	so Sandy Mandy went to .. his .,*MOT:	who's Sandy Mandy?,*MOT:	is Sandy Mandy a boy or a girl?,*CHI:	a boy.,*MOT:	yeah.,*MOT:	where did they go when they went byebye?,*MOT:	do you know where they went?,*CHI:	right . down the tree.,"*MOT:	oh, they went down a tree.",1989
you know what this is ?,david_mothertoy.cha,504,know,think,know,interrogative,interrogative,2,6.127,david,mother,*MOT:	what are those anyway?,*MOT:	what are those change?,*CHI:	two pennys and a dime.,*MOT:	is that a dime really?,*MOT:	are you sure?,*MOT:	I think that looks more like quarter.,*CHI:	it's a dime.,*CHI:	you  you can see a quarter xxx.,*MOT:	well.,*MOT:	that's a nickel.,*MOT:	you know what this is?,*CHI:	no.,*CHI:	no.,1989
<oh you> [<] know what we could do ?,victor_mothertoy.cha,737,know,think,know,interrogative,interrogative,2,6.11,victor,mother,*CHI:	xxx I  I'll  I'll  xxx.,*MOT:	what's  what's this little thing here?,*CHI:	I don't know.,*CHI:	a stove.,*MOT:	I think so.,"*MOT:	well, that's a problem, isn't it?",*CHI:	what?,*MOT:	is that a problem?,*CHI:	yeah.,*CHI:	I want to put this on .,*MOT:	oh you  know what we could do?,*MOT:	how about this?,*MOT:	put that xxx now put this on.,1989
do you know what we have for dessert ?,charlie_dinner.cha,1844,know,think,know,interrogative,interrogative,2,6.206,charlie,dinner,"*FAT:	no, I just  I didn't say: anything.",*FAT:	he said he wanted to leave and I said that . crate a certain,*CHI:	I wanna get my mitt.,"*MOT:	sweetie, I'll tell you something.",*MOT:	you can't  .,*MOT:	&wh  what we have_to do is you have_to finish up your . corn,*CHI:	no:   +/.,*MOT:	I don't mind  your not eating any meat but you have_to finish,*CHI:	I don't like it.,"*MOT:	well, but then .",*MOT:	do you know what we have for dessert?,*CHI:	what?,*MOT:	we're gonna give you leftover birthday cake and ice cream.,1989
you know what this is ?,nanette_fathertoy.cha,1370,know,think,know,interrogative,interrogative,2,6.131,nanette,father,*FAT:	does it smell like anything?,*FAT:	xxx.,*CHI:	no.,*FAT:	doesn't smell like tea.,*CHI:	this smell . like .,"*FAT:	well, what do we have here?",*FAT:	here we have coffee creamer.,*FAT:	that's very messy.,*FAT:	so we'll close that up tight . okay?,*CHI:	what's that in there?,*FAT:	you know what this is?,*FAT:	what is this?,*FAT:	it's coffee.,1989
do you know what that means ?,bobby_mothertoy.cha,1578,know,think,know,interrogative,interrogative,2,6.252,bobby,mother,*CHI:	di  di  di  dis  one?,*MOT:	yep.,*MOT:	that's one.,*MOT:	you wanna sit down?,*MOT:	or you wanna   wanna sit down on the floor?,*MOT:	come on.,*CHI:	xxx.,*MOT:	xxx alright.,*CHI:	xxx.,"*MOT:	okay, the great cat chase a wordless book.",*MOT:	do you know what that means?,*CHI:	yeah.,*MOT:	it doesn't have any words.,1989
I think we'd better put the engine back .,richard_mothertoy.cha,375,know,think,think,declarative,declarative,1,2.108,richard,mother,*CHI:	that's the girl.,*MOT:	come over here.,"*MOT:	that's not a girl, Richard.",*MOT:	that's a little rat.,*MOT:	so let's sit down and finish with the car.,"*MOT:	okay, this is the engine.",*MOT:	don't you have a screw like this?,*CHI:	yeah.,*MOT:	at home?,*MOT:	that takes off the engine [gasp].,*MOT:	I think we'd better put the engine back.,*MOT:	otherwise we won't be able to drive the car?,*MOT:	right?,1989
cause I think when we finish this we have another (.) something else we play with .,katie_fathertoy.cha,926,know,think,think,declarative,declarative,1,2.093,katie,father,*FAT:	what are you looking at?,*FAT:	&hmm?,*FAT:	what're you looking at?,*CHI:	who's that?,*FAT:	who's that?,*CHI:	who that?,*FAT:	nobody.,*CHI:	xxx.,"*FAT:	xxx okay, are we gonna eat supper now?","*FAT:	alright, let's eat supper.",*FAT:	cause I think when we finish this we have another . something else we play with.,*CHI:	may I have some cake?,*FAT:	okay?,1989
I think Titch did actually [=! laughs] .,wanda_fathertoy.cha,3801,know,think,think,declarative,declarative,1,2.13,wanda,father,*FAT:	he's falling.,*FAT:	and what's happening to Peter?,*CHI:	he's holding on.,"*FAT:	yeah, but he's falling too.",*FAT:	so what happens over here?,*FAT:	who caught the kitty cat?,*CHI:	the mother.,*FAT:	the mother caught the kitty cat.,*FAT:	and who caught Peter?,"*CHI:	&um, nobody.",*FAT:	I think Titch did actually [laughs].,*FAT:	looks like he landed right on Titch.,"*FAT:	there's Titch's hand I see, right there.",1989
&a:h I think your nickels are on the stove .,martin_fathertoy.cha,1768,know,think,think,declarative,declarative,1,2.028,martin,father,*FAT:	and not sell them?,*CHI:	and this.,*FAT:	oh my milk back.,*FAT:	what did I pay for milk?,*FAT:	a nickel.,*FAT:	can I have my nickel back for the milk?,*CHI:	where's a nickel?,*FAT:	unh: . no that's a penny.,*FAT:	that's a penny.,*FAT:	and a Canadian penny at that.,*FAT:	&ah I think your nickels are on the stove.,*CHI:	nickels on the stove?,"*FAT:	oh, that's a dime.",1989
"<I thought it was> [<] pretty good , too .",patricia_dinner.cha,1478,knew,thought,think,declarative,declarative,1,2.192,patricia,dinner,*MOT:	now what's a   .,*FAT:	what's a  matter?,*CHI:	I have any .,*CHI:	no.,*CHI:	I can't have broccoli.,*FAT:	alright +/.,*MOT:	xxx can't have broccoli?,*CHI:	no.,*MOT:	I liked the broccoli.,*CHI:	no broccoli .,"*FAT:	I thought it was  pretty good, too.",*FAT:	I made it all_gone broccoli.,*FAT:	Usher is a  playing swords over there.,1989
"I think we're gonna hafta take crayons away from him , except for &uh +/.",martin_dinner.cha,2775,know,think,think,declarative,declarative,1,2.099,martin,dinner,*MOT:	Robert pointed it out to me [clears throat].,*FAT:	today?,"*MOT:	yeah, lunchtime.",*CHI:	I wan get out.,*MOT:	are you finished?,*CHI:	I  I  I wanna see Daddy.,*MOT:	Daddy's been stooping .,*MOT:	there he is.,*FAT:	hi: xxx.,*MOT:	he was stooping down to pick up the crayon that was ground into the,"*FAT:	I think we're gonna hafta take crayons away from him, except for &uh +/.","*MOT:	oh, good luck.","*FAT:	well, if he leaves em all around, they're underfoot, you're",1989
"well , I think [/] I think your whole thing is you're doing it [//] you're just turning it the wrong way .",xavia_mothertoy.cha,268,know,think,think,declarative,declarative,1,2.027,xavia,mother,*CHI:	and here's the wrench.,*CHI:	I'm: xxx.,*MOT:	can I tell you something that might work better than a wrench on,*MOT:	. crash !,*MOT:	good thing you didn't have your foot under that car.,*CHI:	hold that.,*MOT:	what would work better than the wrench?,*CHI:	0.,*MOT:	eureka !,*CHI:	xxx.,"*MOT:	well, I think  I think your whole thing is you're doing it  you're just turning it the wrong way.",*MOT:	try again.,*MOT:	turn the screwdriver the other way.,1989
cause [>] I think that one goes +...,john_fathertoy.cha,1752,know,think,think,declarative,declarative,1,2.419,john,father,*CHI: [coughs].,*FAT:	where's the other side?,"*FAT:	I think it's over there, John.",*FAT:	okay?,*CHI:	yeah.,*FAT:	here.,*FAT:	no.,*FAT:	no.,*FAT:	the wooden side.,*FAT:	the wooden side.,*FAT:	cause  I think that one goes .,*CHI:	xxx .,*FAT:	let's do it.,1989
I think you have_to turn a little more before you use your fingers .,helen_fathertoy.cha,816,know,think,think,declarative,declarative,1,2.067,helen,father,*CHI:	don't  xxx.,*FAT:	now just leave that right there.,*CHI:	for what?,"*FAT:	okay, now: xxx.",*CHI:	now you do this.,"*FAT:	okay, which way do you turn it?",*CHI:	this way.,*FAT:	go on.,*FAT:	which way  is that?,*CHI:	Daddy   .,*FAT:	I think you have_to turn a little more before you use your fingers.,"*CHI:	Daddy, is this the last time?",*FAT:	whoop.,1989
oh I think I xxx do that .,bobby_mothertoy.cha,317,know,think,think,declarative,declarative,1,2.302,bobby,mother,"*CHI:	I don't know, a screw: drive.",*MOT:	right [laughs].,*MOT:	see this isn't so bad either.,*MOT:	it's fun.,*CHI:	why?,*MOT:	xxx go ahead.,*MOT:	let me see if you can take this screw off.,*CHI:	xxx.,*MOT:	this screw went off.,*CHI:	xxx no.,*MOT:	oh I think I xxx do that.,*MOT:	how bout .,*MOT:	how bout if we wanted to get the tire off?,1989
I think maybe (.) you should +...,charlie_mothertoy.cha,2982,know,think,think,declarative,declarative,1,2.379,charlie,mother,"*MOT:	we gotta have sumpin  to hold on the engine, though.",*MOT:	we have one.,*CHI:	but the screw holds it on.,"*MOT:	the screw holds it on, that's right.",*MOT:	but we're missing it.,*MOT:	where is it?,*CHI:	right here.,*MOT:	that's for the wheel.,*MOT:	but where's the one that holds this one on?,*CHI:	I don't know.,*MOT:	I think maybe . you should .,*MOT:	oop.,*CHI:	this one?,1989
<&uh I think> [<] we're just about done .,david_mothertoy.cha,3984,know,think,think,declarative,declarative,1,2.098,david,mother,*CHI:	don't worry about it.,*CHI:	just leave it.,*MOT:	okay.,*INV:	we'll get somebody who can.,*CHI:	do it to come in a put it back.,*MOT:	my husband could  probably do it.,*CHI:	together.,*MOT:	is je  .,*MOT:	now do you want my husband to come in and do something with him?,*MOT:	xxx .,*INV:	&uh I think  we're just about done.,*INV:	I'm gonna just go out and get somebody to ask David questions.,*INV:	and then you can come with me.,1989
I think I have enough now .,theresa_mothertoy.cha,2829,know,think,think,declarative,declarative,1,2.284,theresa,mother,*MOT:	I .,*MOT:	here's my money.,*MOT:	I forgot money.,*MOT:	ten dollar bill.,*MOT:	and how much is that?,*CHI:	&uh.,*MOT:	sir?,*CHI:	five.,*MOT:	five.,*MOT:	okay.,*MOT:	I think I have enough now.,*CHI:	okay.,*MOT:	do you think so?,1989
"oh it doesn't fit , I think maybe we haved to start all over again .",frank_mothertoy.cha,2033,know,think,think,declarative,declarative,1,2.375,frank,mother,*CHI:	mhm.,*MOT:	first let's clean this up and put it back in the box.,*CHI:	how does this go ?,*MOT:	I  think this goes over there.,*CHI:	oh I know.,*MOT:	no.,*MOT:	no the other way.,*CHI:	this one.,*CHI:	this way.,*MOT:	yeah [gasp].,"*MOT:	oh it doesn't fit, I think maybe we haved to start all over again.",*CHI:	why?,*CHI:	why?,1989
I think that's supposed to be for (.) holding [>] the car .,charlie_mothertoy.cha,3060,know,think,think,declarative,declarative,1,2.242,charlie,mother,*MOT:	the which part?,"*CHI:	no, the hammer part.","*MOT:	the hammer part, Charlie?",*CHI:	yeah.,*CHI:	that's the one.,*MOT:	is that the one?,*CHI:	yep.,*MOT:	oh okay.,*MOT:	you know what I think that's supposed to be for?,*CHI:	what?,*MOT:	I think that's supposed to be for . holding  the car.,*CHI:	what ?,*MOT:	up while you fix the tires.,1989
do you think they'd better put their &sw +...,laurel_fathertoy.cha,600,know,think,think,interrogative,declarative,2,5.067,laurel,father,*FAT:	yeah.,*FAT:	what is that?,*FAT:	do you know?,*CHI:	hole.,*CHI:	and they're gonna fall in the water.,*FAT:	they're gonna fall in the water?,*CHI:	yeah.,*FAT:	oh.,*FAT:	are they gonna get wet?,*CHI:	yeah.,*FAT:	do you think they'd better put their &sw .,*FAT:	look [gasp].,*FAT:	you're right.,1989
do they think they're gonna [/] gonna catch the cat ?,david_fathertoy.cha,1856,know,think,think,interrogative,declarative,2,5.114,david,father,*FAT:	where's she going to go?,*CHI:	into tunnel.,*CHI:	into pipe.,*FAT:	so.,*FAT:	what did the other people do?,*CHI:	I don't know.,*FAT:	&ah?,*FAT:	what are they doing in there?,*CHI:	I don't know .,*FAT:	xxx see.,*FAT:	do they think they're gonna  gonna catch the cat?,*CHI:	hunhunh.,*FAT:	so.,1989
well (.) do you think it goes in there ?,bobby_mothertoy.cha,1156,know,think,think,interrogative,declarative,2,5.1,bobby,mother,*CHI:	ow.,"*MOT:	okay, alright, how about can I have some coffee?",*CHI:	xxx coffee.,"*MOT:	alright, all I have is four cents.",*MOT:	is that enough?,*CHI:	yep.,*MOT:	okay.,*CHI:	xxx.,*MOT:	alright.,*CHI:	xxx in here.,*MOT:	well . do you think it goes in there?,*CHI:	yeah.,*MOT:	what about all the other money?,1989
do you think you'd like me to read the story to you .,helen_mothertoy.cha,901,know,think,think,interrogative,declarative,2,5.039,helen,mother,*CHI:	there's a red light.,"*MOT:	okay, why don't .",*MOT:	here.,*MOT:	that's right.,"*MOT:	okay, I think if you use both hands it'll be easier, use one hand","*MOT:	okay, that's right.",*MOT:	go ahead.,"*MOT:	oh, you know you may have_to use one hand to hold the wheel and",*MOT:	Helen?,*CHI:	what?,*MOT:	do you think you'd like me to read the story to you.,*MOT:	would you like to stop and read the story?,*CHI:	no.,1989
do you think you know how ?,ursula_mothertoy.cha,717,know,think,think,interrogative,declarative,2,5.043,ursula,mother,*CHI:	I'm all done now.,*MOT:	oh you're all done?,*MOT:	you're not .,*CHI:	now can you   .,*MOT:	are you gonna put it back together again?,*CHI:	yeah.,*MOT:	wow.,*CHI:	can you help me?,*MOT:	can you do that really?,*CHI:	no.,*MOT:	do you think you know how?,*MOT:	I don't  I don't even know if I do.,"*CHI:	no, no !",1989
do you think my kids are going to like these things ?,wanda_fathertoy.cha,1812,know,think,think,interrogative,declarative,2,5.088,wanda,father,*CHI:	dollar?,*FAT:	here's two pennys though.,*CHI:	two pennys.,*FAT:	okay.,*CHI:	gimme xxx.,*FAT:	one more dollar?,"*CHI:	no, I  I'll get that.",*FAT:	that's a_lot_of twelve cents.,*CHI:	yeah [laughs].,*FAT:	twelve cents at least.,*FAT:	do you think my kids are going to like these things?,*CHI:	yeah.,*FAT:	thank goodness you gave me lots_of change.,1989
do ya think Daddy should get you one of these to play with when we go home ?,ursula_fathertoy.cha,1534,know,think,think,interrogative,declarative,2,5.113,ursula,father,*FAT:	we gotta put  the car all.,*CHI:	do we get   .,"*FAT:	back together again, don't you think?",*CHI:	I think I'm gonna get the wheels back.,*FAT:	yep.,*FAT:	tighten it up.,*CHI:	I did it.,*FAT:	not all the way.,*FAT:	you've gotta tighten it real good.,*CHI:	I can't I'm trying to.,*FAT:	do ya think Daddy should get you one of these to play with when we go home?,*FAT:	&hmm?,*CHI:	I'm not sure.,1989
<do you think you'd like to do that yourself> [<] ?,susan_dinner.cha,3665,know,think,think,interrogative,declarative,2,5.037,susan,dinner,*MOT:	yeah.,*FAT:	she is.,*FAT:	where?,*FAT:	oh yes: it looks very pretty.,*FAT:	it flattens out her pony tail.,*MOT:	mhm.,*CHI:	yeah.,*FAT:	let's it flow: gracefully down her neck .,*CHI:	yes but   well I was  I was I  I was away I was,*CHI:	I +/.,*FAT:	do you think you'd like to do that yourself ?,*CHI:	yes.,*CHI:	I'm so anxious to do that.,1989
do you think she has a strong +...,charlie_dinner.cha,3393,know,think,think,interrogative,declarative,2,5.087,charlie,dinner,*MOT: 12..,"*MOT:	all the questions that you feel that you probably ought_to ask,",*FAT:	uhhuh  .,*MOT:	and  what kind of life do I hope for them .,*MOT:	[laughs].,*FAT:	yeah.,*MOT:	I said &sh   .,"*FAT:	<I wish I had  had  my heart had not been so &uh, ..",*FAT:	<I would've enjoyed the opportunity to discuss with her .. her,*CHI:	xxx.,*MOT:	do you think she has a strong .,"*FAT:	well, it's funny, that for  for a person who . makes a point",*CHI:	xxx .,1989
<tomorrow you think> [>] you'll have time ?,laurel_dinner.cha,709,know,think,think,interrogative,declarative,2,5.003,laurel,dinner,*CHI:	yeah.,*FAT:	that was very good.,*CHI:	no  no.,*CHI:	I wanted my plate right on the napkin .,*MOT:	okay  xxx.,*CHI: [noises good].,*MOT:	xxx.,*CHI:	pour it .,*FAT:	I  thought I'd bring home a package of <that tomorrow after,*CHI:	pour it pour it .,*MOT:	tomorrow you think  you'll have time?,*FAT:	yeah.,*CHI:	hey !,1989
"no , did you think that Mommy would be or is it somebody else ?",wanda_dinner.cha,903,know,think,think,interrogative,declarative,2,5.117,wanda,dinner,*CHI:	no it was broken.,*FAT:	yeah it  y  you just turned it and it came out?,*CHI:	yeah.,*FAT:	you just turned it on once?,*CHI:	yeah I tried to put it back because I thought ..,*FAT:	[laughs].,*MOT:	[laughs].,*CHI:	she would be mad at me.,*MOT:	you thought I'd be mad at you?,*MOT:	now I'm not understanding.,"*FAT:	no, did you think that Mommy would be or is it somebody else?",*CHI:	Mommy would be mad.,*FAT:	oh.,1989
you think you can fix my car next time it breaks ?,laurel_mothertoy.cha,438,know,think,think,interrogative,declarative,2,5.005,laurel,mother,*MOT:	well.,*MOT:	you have_to use a screwdriver.,*MOT:	use the screwdriver.,*MOT:	is it hard to turn?,*MOT:	I bet you can do it.,*MOT:	here.,*MOT:	let's do it together.,"*MOT:	let's turn it this way, Laurie.",*MOT:	this way.,*MOT:	there we go.,*MOT:	you think you can fix my car next time it breaks?,*CHI:	xxx.,*MOT:	very good.,1989
do you think it stays in ?,nanette_fathertoy.cha,244,know,think,think,interrogative,declarative,2,5.099,nanette,father,"*CHI:	hey, we cook we  we have .",*FAT:	what are you looking for?,*CHI:	I looking xxx.,*FAT:	do you have_to go to the bathroom?,*CHI:	no.,*FAT:	okay.,*CHI:	xxx I  I have_to  I  have_to .,*FAT:	what  kind is this?,*FAT:	how does this work?,*FAT:	push that in.,*FAT:	do you think it stays in?,*FAT:	xxx .,*CHI:	sissie .,1989
do you think I need soup ?,theresa_mothertoy.cha,2859,know,think,think,interrogative,declarative,2,5.101,theresa,mother,*MOT:	okay.,*MOT:	I think I have enough now.,*CHI:	okay.,*MOT:	do you think so?,*CHI:	yeah.,*MOT:	okay.,"*MOT:	can you tell me how much it is sir, so I can pay you?",*CHI:	how bout some more soup?,*MOT:	oh.,*MOT:	soup.,*MOT:	do you think I need soup?,*CHI:	yeah.,*MOT:	okay.,1989
do ya think they're ever gonna catch that pussycat ?,susan_fathertoy.cha,761,know,think,think,interrogative,declarative,2,5.11,susan,father,*CHI:	why?,*FAT:	tsk.,"*FAT:	well, I bet they  they didn't do it on purpose.",*FAT:	I can tell you that.,*FAT:	it was an accident.,*FAT:	they're gonna be all wet now.,*FAT:	and the pussycat takes advantage of that moment to go back in the,*FAT:	and phoom@o !,*FAT:	to start running through.,*FAT:	“there he goes” she says.,*FAT:	do ya think they're ever gonna catch that pussycat?,*CHI:	&mm.,*FAT:	in she goes.,1989
